# # Spectral data for TWA27A G140H
# # Wavelength (nm), Flux (erg/s/cm2/nm), Flux Error (erg/s/cm2/nm), Best Fit Model (erg/s/cm2/nm), Blackbody Model (erg/s/cm2/nm)
# # Data extracted from retrieval outputs
# 
9.701175e+02	nan	nan	1.802674e+00	8.764832e-07
9.703525e+02	nan	nan	1.785675e+00	8.802822e-07
9.705875e+02	nan	nan	1.722445e+00	8.840956e-07
9.708225e+02	nan	nan	1.665314e+00	8.879234e-07
9.710575e+02	nan	nan	1.692334e+00	8.917656e-07
9.712925e+02	nan	nan	1.746336e+00	8.956223e-07
9.715275e+02	nan	nan	1.762124e+00	8.994936e-07
9.717625e+02	nan	nan	1.763743e+00	9.033794e-07
9.719975e+02	nan	nan	1.753359e+00	9.072799e-07
9.722325e+02	nan	nan	1.744664e+00	9.111950e-07
9.724675e+02	1.781588e+00	6.937830e-02	1.732280e+00	9.151249e-07
9.727025e+02	1.740668e+00	6.220123e-02	1.670933e+00	9.190695e-07
9.729375e+02	1.671919e+00	5.359098e-02	1.555925e+00	9.230290e-07
9.731725e+02	1.561009e+00	5.026016e-02	1.466557e+00	9.270033e-07
9.734075e+02	1.542625e+00	5.026872e-02	1.490098e+00	9.309925e-07
9.736425e+02	1.576881e+00	5.076064e-02	1.548855e+00	9.349967e-07
9.738775e+02	1.596325e+00	5.121978e-02	1.576498e+00	9.390159e-07
9.741125e+02	1.599285e+00	5.099610e-02	1.593296e+00	9.430501e-07
9.743475e+02	1.548398e+00	4.907082e-02	1.565649e+00	9.470995e-07
9.745825e+02	1.477737e+00	5.208602e-02	1.495745e+00	9.511639e-07
9.748175e+02	1.470873e+00	5.911887e-02	1.484396e+00	9.552436e-07
9.750525e+02	1.485432e+00	6.406199e-02	1.532256e+00	9.593385e-07
9.752875e+02	1.482919e+00	6.635698e-02	1.552344e+00	9.634487e-07
9.755225e+02	1.486631e+00	6.848697e-02	1.530291e+00	9.675743e-07
9.757575e+02	1.503835e+00	7.167449e-02	1.517901e+00	9.717152e-07
9.759925e+02	1.532647e+00	7.796166e-02	1.538999e+00	9.758715e-07
9.762275e+02	1.544197e+00	8.666467e-02	1.568226e+00	9.800434e-07
9.764625e+02	1.539654e+00	9.159106e-02	1.581685e+00	9.842307e-07
9.766975e+02	1.568569e+00	1.053878e-01	1.595280e+00	9.884337e-07
9.769325e+02	1.574919e+00	1.208055e-01	1.593972e+00	9.926522e-07
9.771675e+02	nan	nan	1.549435e+00	9.968865e-07
9.774025e+02	nan	nan	1.533513e+00	1.001136e-06
9.776375e+02	nan	nan	1.575918e+00	1.005402e-06
9.778725e+02	nan	nan	1.599025e+00	1.009684e-06
9.781075e+02	nan	nan	1.585284e+00	1.013981e-06
9.783425e+02	nan	nan	1.553057e+00	1.018294e-06
9.785775e+02	nan	nan	1.515529e+00	1.022624e-06
9.788125e+02	nan	nan	1.517848e+00	1.026969e-06
9.790475e+02	nan	nan	1.551273e+00	1.031331e-06
9.792825e+02	1.543941e+00	1.187840e-01	1.611396e+00	1.035708e-06
9.795175e+02	1.583560e+00	1.212187e-01	1.669115e+00	1.040102e-06
9.797525e+02	1.594004e+00	1.180006e-01	1.694979e+00	1.044512e-06
9.799875e+02	1.601206e+00	1.132403e-01	1.692026e+00	1.048938e-06
9.802225e+02	1.603942e+00	1.075903e-01	1.673925e+00	1.053380e-06
9.804575e+02	1.612050e+00	1.009823e-01	1.674415e+00	1.057839e-06
9.806925e+02	1.617332e+00	9.432619e-02	1.689931e+00	1.062314e-06
9.809275e+02	1.609620e+00	9.061370e-02	1.693887e+00	1.066806e-06
9.811625e+02	1.628595e+00	8.696577e-02	1.669130e+00	1.071314e-06
9.813975e+02	1.621185e+00	8.005163e-02	1.600402e+00	1.075839e-06
9.816325e+02	1.538318e+00	7.278997e-02	1.506660e+00	1.080381e-06
9.818675e+02	1.521065e+00	6.533968e-02	1.478152e+00	1.084939e-06
9.821025e+02	1.575407e+00	5.914099e-02	1.529198e+00	1.089514e-06
9.823375e+02	1.628670e+00	6.030740e-02	1.580255e+00	1.094105e-06
9.825725e+02	1.653361e+00	5.822855e-02	1.607872e+00	1.098714e-06
9.828075e+02	1.652913e+00	4.914098e-02	1.609546e+00	1.103339e-06
9.830425e+02	1.650309e+00	3.988380e-02	1.589562e+00	1.107981e-06
9.832775e+02	1.619407e+00	3.352457e-02	1.559654e+00	1.112641e-06
9.835125e+02	1.609276e+00	3.040841e-02	1.527728e+00	1.117317e-06
9.837475e+02	nan	nan	1.507868e+00	1.122010e-06
9.839825e+02	nan	nan	1.511156e+00	1.126721e-06
9.842175e+02	1.670391e+00	2.865232e-02	1.540118e+00	1.131448e-06
9.844525e+02	1.690498e+00	2.871282e-02	1.567739e+00	1.136193e-06
9.846875e+02	1.708382e+00	2.881113e-02	1.591074e+00	1.140955e-06
9.849225e+02	1.730286e+00	2.894104e-02	1.621567e+00	1.145735e-06
9.851575e+02	1.730400e+00	2.900133e-02	1.650209e+00	1.150532e-06
9.853925e+02	1.714541e+00	3.085886e-02	1.667779e+00	1.155346e-06
9.856275e+02	1.741626e+00	3.548954e-02	1.678042e+00	1.160178e-06
9.858625e+02	1.784296e+00	4.190271e-02	1.679340e+00	1.165028e-06
9.860975e+02	1.789181e+00	5.258489e-02	1.679505e+00	1.169895e-06
9.863325e+02	1.798758e+00	6.100993e-02	1.687289e+00	1.174780e-06
9.865675e+02	1.812319e+00	6.766707e-02	1.688890e+00	1.179682e-06
9.868025e+02	1.811145e+00	7.526733e-02	1.693406e+00	1.184602e-06
9.870375e+02	1.779154e+00	8.216856e-02	1.696083e+00	1.189540e-06
