# Wlen(nm) Transmission Continuum
1.922007444521285379e+03 6.843191026150344247e-02 1.641991804547032752e+00
1.922014068013606902e+03 6.923185174520997409e-02 1.645540355354678574e+00
1.922020588389829072e+03 6.977541038870918588e-02 1.649024488328108884e+00
1.922027289221959791e+03 7.004393633895765470e-02 1.652595574462660144e+00
1.922033779049613941e+03 7.006525593069964919e-02 1.656045065954367512e+00
1.922040462597115948e+03 6.999403556319643005e-02 1.659588129537525880e+00
1.922046999644843709e+03 7.015801541589812562e-02 1.663044319192942488e+00
1.922053604995106525e+03 7.091228596480357582e-02 1.666527377544089195e+00
1.922060219807352496e+03 7.236676577280738709e-02 1.670006123568920309e+00
1.922066746784684028e+03 7.427203266590891306e-02 1.673429562722333230e+00
1.922073439537052309e+03 7.618304760919811236e-02 1.676930560554579674e+00
1.922079928750749104e+03 7.773571109742422047e-02 1.680316016483988317e+00
1.922086618047760112e+03 7.876494115262497320e-02 1.683796519281856696e+00
1.922093147866876734e+03 7.929415274429597871e-02 1.687184910731423848e+00
1.922099758365773596e+03 7.952494220422938465e-02 1.690605986172290631e+00
1.922106366549975064e+03 7.981151559078056290e-02 1.694016640285291420e+00
1.922112898074960867e+03 8.050874098714121130e-02 1.697378676162302646e+00
1.922119584799955874e+03 8.174391624137350432e-02 1.700811286567961877e+00
1.922126073399216011e+03 8.333532319039778369e-02 1.704133191377885215e+00
1.922132766391762516e+03 8.492672129636441580e-02 1.707550461063697567e+00
1.922139291035176029e+03 8.619466281316819078e-02 1.710872717803929577e+00
1.922145904628374410e+03 8.693192620827787376e-02 1.714231149656477715e+00
1.922152508237797747e+03 8.700329854616338510e-02 1.717575363533276445e+00
1.922159042255746726e+03 8.628349322272657607e-02 1.720875347034443781e+00
1.922165725006991124e+03 8.463595850855915037e-02 1.724241209937453334e+00
1.922172212991334618e+03 8.191746773124543302e-02 1.727500047802282834e+00
1.922178907624207795e+03 7.798762357299895975e-02 1.730853472042751307e+00
1.922185429146059732e+03 7.271495731080507285e-02 1.734111196982387471e+00
1.922192043777991785e+03 6.602518328933824898e-02 1.737406384317151886e+00
1.922198644867137318e+03 5.795637604791781944e-02 1.740685749290242335e+00
1.922205179322123968e+03 4.873169383789545395e-02 1.743923090820985289e+00
1.922211860154477336e+03 3.882810467288896894e-02 1.747223786047732208e+00
1.922218347523424200e+03 2.899822091667062993e-02 1.750420040873279293e+00
1.922225041740176721e+03 2.018474301088762565e-02 1.753709066473583267e+00
1.922231562195846436e+03 1.325451955198801886e-02 1.756903802787824098e+00
1.922238175809707172e+03 8.742797518848080887e-03 1.760135203570369233e+00
1.922244776434311461e+03 6.814377875384966705e-03 1.763351251482540905e+00
1.922251309269171998e+03 7.471916183034376172e-03 1.766525420097720733e+00
1.922257990238729690e+03 1.076358499293693372e-02 1.769762468229178154e+00
1.922264476991799484e+03 1.674363208983551884e-02 1.772896623652296721e+00
1.922271168734746425e+03 2.528013107674697071e-02 1.776120755703380238e+00
1.922277690180849959e+03 3.591161570261759001e-02 1.779253987686811422e+00
1.922284300718596569e+03 4.785462669258282176e-02 1.782421117923356224e+00
1.922290902935633994e+03 6.019021355501293774e-02 1.785575321981283103e+00
1.922297432091966584e+03 7.209445019925224407e-02 1.788685844532083236e+00
1.922304115256061095e+03 8.301689991123578638e-02 1.791860707757288340e+00
1.922310601392772469e+03 9.270888050004126579e-02 1.794933247145398925e+00
1.922317288602993131e+03 1.011188688151909154e-01 1.798092048171070267e+00
1.922323813097382754e+03 1.083126059065072644e-01 1.801165202089968442e+00
1.922330418499733014e+03 1.143998189459080883e-01 1.804267634973279133e+00
1.922337024367415779e+03 1.195110805747148924e-01 1.807361410601070029e+00
1.922343547785578949e+03 1.237640283799891494e-01 1.810407870880150982e+00
1.922350235202781960e+03 1.272329976313115452e-01 1.813521953850696367e+00
1.922356720722653790e+03 1.299393967813675110e-01 1.816533360302154954e+00
1.922363401339985558e+03 1.318540176746565984e-01 1.819626449401969159e+00
1.922369930941752727e+03 1.329421685008994602e-01 1.822640894349596641e+00
1.922376529148185909e+03 1.331684694346222941e-01 1.825678259405082660e+00
1.922383140725964722e+03 1.325225833422480903e-01 1.828712965097830878e+00
1.922389656345078265e+03 1.311208968279566622e-01 1.831695002985457288e+00
1.922396350075199507e+03 1.293597920291628678e-01 1.834749653668788616e+00
1.922402834977749535e+03 1.277693865595195544e-01 1.837700410011782193e+00
1.922409506940790379e+03 1.264814161470995124e-01 1.840727462008017845e+00
1.922416043710267104e+03 1.249077359413963972e-01 1.843684510758762052e+00
1.922422632659020792e+03 1.220776388154368175e-01 1.846656492988516751e+00
1.922429252007586683e+03 1.172815394703237701e-01 1.849633431167581055e+00
1.922435757765528706e+03 1.104811837372000061e-01 1.852550741775893073e+00
1.922442459869618460e+03 1.025095471512786766e-01 1.855547252309866169e+00
1.922448944154365336e+03 9.529538697963137184e-02 1.858437841103167676e+00
1.922455605400471086e+03 9.150004552540264013e-02 1.861398585685169582e+00
1.922462151399229015e+03 9.308547036610237413e-02 1.864299495548291885e+00
1.922468729027300014e+03 9.995865668437846352e-02 1.867205834576911805e+00
1.922475358208584339e+03 1.100919406498954423e-01 1.870126252443237824e+00
1.922481852041990805e+03 1.209915845986576088e-01 1.872978585261481088e+00
1.922488564582340359e+03 1.309730611162930047e-01 1.875918192809286511e+00
1.922495048248801368e+03 1.393708399463690351e-01 1.878749096340972979e+00
1.922501696714087529e+03 1.461832428083356117e-01 1.881643317210525357e+00
1.922508254004939090e+03 1.517001594484304883e-01 1.884489290885142054e+00
1.922514818248081610e+03 1.562441399045228219e-01 1.887329780104010979e+00
1.922521459325257183e+03 1.600504043943526966e-01 1.890194870493591139e+00
1.922527942554979063e+03 1.632714823463573828e-01 1.892983482550188334e+00
1.922534660824119555e+03 1.660108929511120157e-01 1.895864466556825612e+00
1.922541147257357579e+03 1.683343640958726295e-01 1.898637616425386865e+00
1.922547780876694105e+03 1.702660936705717443e-01 1.901465150439826779e+00
1.922554351523695914e+03 1.718336691334850230e-01 1.904257336870725847e+00
1.922560900316420657e+03 1.730821645165717126e-01 1.907031822582222258e+00
1.922567555353903117e+03 1.740607521615713804e-01 1.909842724821505522e+00
1.922574037964513764e+03 1.748074682244429023e-01 1.912572477327866061e+00
1.922580739926057049e+03 1.753476675411090036e-01 1.915385972098028855e+00
1.922587241176330281e+03 1.757017323065763470e-01 1.918106839989531132e+00
1.922593857883344526e+03 1.758830865876095939e-01 1.920867576306829916e+00
1.922600443951794432e+03 1.758989464703009931e-01 1.923607071538745661e+00
1.922606975227367002e+03 1.757495879805807404e-01 1.926315452099709447e+00
1.922613646290817087e+03 1.754280705490052772e-01 1.929073252861091436e+00
1.922620128281831967e+03 1.749192945104128816e-01 1.931744627371406064e+00
1.922626811868521827e+03 1.742027014172329580e-01 1.934490564483442032e+00
1.922633330002011689e+03 1.732567715134350761e-01 1.937160203596397956e+00
1.922639927729085912e+03 1.720613914930788080e-01 1.939854082818855963e+00
1.922646531285527544e+03 1.705986274458732577e-01 1.942541930852955456e+00
1.922653042975969356e+03 1.688627317943878769e-01 1.945184155819722260e+00
1.922659732132289491e+03 1.668815211683254141e-01 1.947889889976057054e+00
1.922666213503225890e+03 1.647046728150892980e-01 1.950503367773783303e+00
1.922672876646559189e+03 1.623500829218632036e-01 1.953181729638597819e+00
1.922679413730692886e+03 1.597521707504713506e-01 1.955801141738678250e+00
1.922685990408963789e+03 1.567764088002615852e-01 1.958428155056336051e+00
1.922692613521184512e+03 1.532765373013269261e-01 1.961065348705401057e+00
1.922699103557270746e+03 1.491229848271576064e-01 1.963641417976203840e+00
1.922705812874610274e+03 1.442037787885998845e-01 1.966296069458198570e+00
1.922712293624984113e+03 1.384040633261365560e-01 1.968852131555135943e+00
1.922718934255212616e+03 1.316227951511443617e-01 1.971462950560677552e+00
1.922725492358662223e+03 1.237581012582292112e-01 1.974033086836194384e+00
1.922732045918019594e+03 1.147043013186616889e-01 1.976593275169874930e+00
1.922738690655052778e+03 1.043760926948128220e-01 1.979180756914805439e+00
1.922745170967070635e+03 9.276353342538432023e-02 1.981696145810416532e+00
1.922751874512937775e+03 8.002100696676729685e-02 1.984289814250979944e+00
1.922758368643392259e+03 6.648439129991476348e-02 1.986794349661174186e+00
1.922764984689518769e+03 5.270531327319333964e-02 1.989337707314119408e+00
1.922771565882203959e+03 3.942784435408798471e-02 1.991859469232891700e+00
1.922778094251288849e+03 2.751085234860509501e-02 1.994352922376974036e+00
1.922784762683416375e+03 1.772773749177338626e-02 1.996891585224148224e+00
1.922791242374042668e+03 1.048481078397594732e-02 1.999350381944241972e+00
1.922797919869991347e+03 5.703901564707738840e-03 2.001875985272775438e+00
1.922804438554732769e+03 2.936951068916655080e-03 2.004333450960878782e+00
1.922811027944513398e+03 1.673018106729750329e-03 2.006809477030833566e+00
1.922817634297601217e+03 1.584447105574172130e-03 2.009283717196624686e+00
1.922824135403807531e+03 2.628170372258114944e-03 2.011710572962288612e+00
1.922830829602557287e+03 5.047123463065086857e-03 2.014201261298879331e+00
1.922837308671306573e+03 9.258066235575455535e-03 2.016603946117841328e+00
1.922843958044205465e+03 1.560570607538676498e-02 2.019061653641827103e+00
1.922850503355287401e+03 2.409525488928516285e-02 2.021472862245709212e+00
1.922857064015228161e+03 3.425287110773197335e-02 2.023881733906431890e+00
1.922863697601133026e+03 4.523816376462725525e-02 2.026309256915547419e+00
1.922870176230593643e+03 5.608201443726256591e-02 2.028672198193643084e+00
1.922876884548583803e+03 6.588781579976091263e-02 2.031110721265025010e+00
1.922883369855141382e+03 7.393938214637747752e-02 2.033460263644774280e+00
1.922889989030608149e+03 7.970412380159669352e-02 2.035850291464013306e+00
1.922896563041332911e+03 8.284092089932221237e-02 2.038216008225780307e+00
1.922903092896689486e+03 8.319497293850409980e-02 2.040557949197685961e+00
1.922909755789076598e+03 8.074972523376881817e-02 2.042939512497417454e+00
1.922916233795830522e+03 7.558127177486471948e-02 2.045247164137706353e+00
1.922922910448166476e+03 6.792695912652509105e-02 2.047617513632908004e+00
1.922929425921822258e+03 5.838558024149644032e-02 2.049922757756527325e+00
1.922936012824224463e+03 4.809921492382170094e-02 2.052245367905409346e+00
1.922942617609144236e+03 3.867526588556376849e-02 2.054566311529405276e+00
1.922949114583921300e+03 3.184281009088967690e-02 2.056841591221503229e+00
1.922955808857705506e+03 2.902500630068476431e-02 2.059177905966630640e+00
1.922962286241266156e+03 3.102387824155428478e-02 2.061430747504272798e+00
1.922968929151426437e+03 3.788414128161667754e-02 2.063733223334677014e+00
1.922975476867621410e+03 4.889258282850966753e-02 2.065994849600730543e+00
1.922982029420075378e+03 6.273359010252298196e-02 2.068250349189875603e+00
1.922988667054993584e+03 7.783748653582597821e-02 2.070527192700453600e+00
1.922995143998329695e+03 9.279260199132943754e-02 2.072741218934814000e+00
1.923001841876512572e+03 1.066012854090111206e-01 2.075022781671585381e+00
1.923008333563172755e+03 1.187364232176355144e-01 2.077226367960315123e+00
1.923014940653383974e+03 1.290286563367535611e-01 2.079461314500941960e+00
1.923021522688809455e+03 1.375506499751397160e-01 2.081679958239497363e+00
1.923028038813178455e+03 1.444989676045507765e-01 2.083868698597029834e+00
1.923034711375149982e+03 1.501096636161191600e-01 2.086102070196395264e+00
1.923041187694461541e+03 1.546225884645121562e-01 2.088262107325729477e+00
1.923047848282061750e+03 1.582392483061850763e-01 2.090475752280276822e+00
1.923054375757817297e+03 1.611257186117067419e-01 2.092637443084786941e+00
1.923060944949052555e+03 1.634051326585486963e-01 2.094805248315222190e+00
1.923067563381654509e+03 1.651723262647678547e-01 2.096981500647647323e+00
1.923074040998546479e+03 1.665005915387462454e-01 2.099103876459610607e+00
1.923080750565880408e+03 1.674419120750164636e-01 2.101294360386699811e+00
1.923087226260679245e+03 1.680366198559704316e-01 2.103400887204810221e+00
1.923093847477780628e+03 1.683136066135938469e-01 2.105547038571617069e+00
1.923100412821466307e+03 1.682940998395561771e-01 2.107667388368259509e+00
1.923106942033443602e+03 1.679933845927222003e-01 2.109768483013526374e+00
1.923113598942419685e+03 1.674291635394237754e-01 2.111902891709403818e+00
1.923120074196058113e+03 1.666246742707063744e-01 2.113971530036266699e+00
1.923126746397573925e+03 1.656045589367217685e-01 2.116095332675757668e+00
1.923133259693247737e+03 1.644156458387490971e-01 2.118160972577592283e+00
1.923139839458676306e+03 1.631810385873061209e-01 2.120240096682545872e+00
1.923146444750381534e+03 1.621213091234671166e-01 2.122319617209602605e+00
1.923152931901564443e+03 1.614484620040888829e-01 2.124354473881031602e+00
1.923159629367367415e+03 1.612072335047412264e-01 2.126447544218053043e+00
1.923166103995659569e+03 1.612377056868739833e-01 2.128463491961977816e+00
1.923172733272455162e+03 1.612988200694746854e-01 2.130519979714214251e+00
1.923179287988426722e+03 1.612132423158243455e-01 2.132545775356363471e+00
1.923185824219753613e+03 1.609041952619292559e-01 2.134558379798453753e+00
1.923192471540822908e+03 1.603609156468232821e-01 2.136597540915103455e+00
1.923198945727362116e+03 1.596047145470349260e-01 2.138576184674647163e+00
1.923205623472991647e+03 1.586714737277510334e-01 2.140609393600689359e+00
1.923212128655215338e+03 1.576013090325205090e-01 2.142582604085291997e+00
1.923218712923969406e+03 1.564342896605872557e-01 2.144572319099334212e+00
1.923225311142473856e+03 1.552039875761782040e-01 2.146558705359347119e+00
1.923231801756014875e+03 1.539267741959177704e-01 2.148505338150583199e+00
1.923238493189047858e+03 1.525987955592288947e-01 2.150504568695903895e+00
1.923244966749405876e+03 1.512043714042050624e-01 2.152431340798047543e+00
1.923251598012419890e+03 1.497336697624200574e-01 2.154397552211436473e+00
1.923258148170980121e+03 1.481828273655159123e-01 2.156332274735015542e+00
1.923264685347114437e+03 1.465497338455065413e-01 2.158255798959029637e+00
1.923271329151644977e+03 1.448314922696530005e-01 2.160203170308283127e+00
1.923277802269657059e+03 1.430251381437038782e-01 2.162093222362585276e+00
1.923284479483312680e+03 1.411323731802895109e-01 2.164035338805860409e+00
1.923290982624998151e+03 1.391514888748427992e-01 2.165919485691692348e+00
1.923297565319924615e+03 1.370786903896503428e-01 2.167819315038981731e+00
1.923304162539207255e+03 1.349087207689309842e-01 2.169715910142551163e+00
1.923310650536885532e+03 1.326404094922314925e-01 2.171573864463529624e+00
1.923317342012191830e+03 1.302723268405372725e-01 2.173482575826391372e+00
1.923323814503187123e+03 1.277906577325292059e-01 2.175321574345059794e+00
1.923330441672652114e+03 1.251807923890478902e-01 2.177197144996550371e+00
1.923336993350390685e+03 1.224437181628212218e-01 2.179044024095564858e+00
1.923343525390498826e+03 1.196283165979280250e-01 2.180878125147997615e+00
1.923350171756147120e+03 1.168474083984342993e-01 2.182736914439303177e+00
1.923356643804202349e+03 1.142565969799161918e-01 2.184539776275300049e+00
1.923363314403501818e+03 1.119801243855876177e-01 2.186390546679581881e+00
1.923369821583852854e+03 1.100217253563943870e-01 2.188188747529753897e+00
1.923376396621501954e+03 1.082658805964172993e-01 2.189998458606728704e+00
1.923382998921831359e+03 1.065546312725422218e-01 2.191808358648179578e+00
1.923389478219130069e+03 1.047701697807266047e-01 2.193577422640603292e+00
1.923396175818046686e+03 1.028541334602320334e-01 2.195398689654774582e+00
1.923402647238248619e+03 1.007848457325719316e-01 2.197151315271616223e+00
1.923409264228099119e+03 9.856416163441807099e-02 2.198936121621296369e+00
1.923415823507900541e+03 9.620522923650320912e-02 2.200698143061422307e+00
1.923422344324847927e+03 9.372476867492747499e-02 2.202442717630513691e+00
1.923428999335565550e+03 9.113182484636131453e-02 2.204215889884924451e+00
1.923435470312233065e+03 8.842760412012297400e-02 2.205932961612046661e+00
1.923442128208493614e+03 8.561602375592658465e-02 2.207692370214433097e+00
1.923448645513009524e+03 8.270283905759168164e-02 2.209407501751245118e+00
1.923455206803628698e+03 7.970355695263495188e-02 2.211127098505950794e+00
1.923461820271574197e+03 7.665217913267570460e-02 2.212853159980330275e+00
1.923468290804460821e+03 7.360861616611583114e-02 2.214534920305780918e+00
1.923474988560887596e+03 7.063229428641477903e-02 2.216268459649193723e+00
1.923481464935811800e+03 6.774091840297979950e-02 2.217937668253500139e+00
1.923488065653675449e+03 6.492538050571519670e-02 2.219631820221886986e+00
1.923494638624726804e+03 6.219386153810011614e-02 2.221311733258082732e+00
1.923501142125070828e+03 5.959082974007176570e-02 2.222966910250699701e+00
1.923507811871114654e+03 5.714701658302046017e-02 2.224657195220019812e+00
1.923514281774960637e+03 5.482949730243393688e-02 2.226289875567375010e+00
1.923520920873188516e+03 5.256240290922015168e-02 2.227958136972969960e+00
1.923527454393675953e+03 5.027243403129402766e-02 2.229592842498508976e+00
1.923533995841201886e+03 4.792020305070813363e-02 2.231222558005435896e+00
1.923540626569639016e+03 4.549186890949958456e-02 2.232867405228066815e+00
1.923547096029108388e+03 4.298723692950893321e-02 2.234465356155028726e+00
1.923553772460367327e+03 4.041752557787382794e-02 2.236107302193410362e+00
1.923560267577074001e+03 3.779603835988490368e-02 2.237697719944533148e+00
1.923566845924264044e+03 3.513546217228241675e-02 2.239301553485424368e+00
1.923573438682062260e+03 3.244170935321217392e-02 2.240901878284230264e+00
1.923579918766045239e+03 2.971393011022241057e-02 2.242468011398201178e+00
1.923586609343982673e+03 2.694642265391650193e-02 2.244077910987019919e+00
1.923593078173572167e+03 2.412850720660401557e-02 2.245627597301647516e+00
1.923599692372455593e+03 2.125632740113087699e-02 2.247205149055055529e+00
1.923606248207034696e+03 1.833899595048668271e-02 2.248761845874511778e+00
1.923612763709084220e+03 1.541532492685639133e-02 2.250302134904835327e+00
1.923619417797204733e+03 1.256995496942040283e-02 2.251868167436509083e+00
1.923625886181821443e+03 9.947268395241815400e-03 2.253383705737435960e+00
1.923632535183975278e+03 7.741907126993883420e-03 2.254934596317633044e+00
1.923639055143207543e+03 6.129581647764812541e-03 2.256448538947124050e+00
1.923645605014715102e+03 5.169487702842396649e-03 2.257962608616266298e+00
1.923652223661076050e+03 4.748938051336731164e-03 2.259485643682323186e+00
1.923658691600471911e+03 4.637795454063785815e-03 2.260967275881202720e+00
1.923665374357019346e+03 4.606148741692899819e-03 2.262491146114208984e+00
1.923671859489230428e+03 4.506927247657838663e-03 2.263963187911693709e+00
1.923678442681133902e+03 4.285322779771969480e-03 2.265450683064281989e+00
1.923685026934245570e+03 3.944311234774867773e-03 2.266931569914359290e+00
1.923691510382109072e+03 3.513912159452954424e-03 2.268383101502125410e+00
1.923698193935425934e+03 3.032947287569569966e-03 2.269872501577417268e+00
1.923704661243751843e+03 2.539244666005471222e-03 2.271307022638911821e+00
1.923711276706535273e+03 2.063995697698343002e-03 2.272767608017912000e+00
1.923717827615362467e+03 1.628739083042204765e-03 2.274207175783629964e+00
1.923724342899847443e+03 1.245970449159276936e-03 2.275632247302830535e+00
1.923730993542913211e+03 9.217225419578927706e-04 2.277080076909481221e+00
1.923737460405420961e+03 6.569668100006957872e-04 2.278481272460614271e+00
1.923744107089115005e+03 4.491643386104555904e-04 2.279914632484040915e+00
1.923750625703075229e+03 2.927129228786281038e-04 2.281313690401987060e+00
1.923757171774026801e+03 1.804919443477906026e-04 2.282711990073263308e+00
1.923763790556443382e+03 1.045435635255666018e-04 2.284119054555137307e+00
1.923770256972884681e+03 5.650101983455043135e-05 2.285487166168822082e+00
1.923776933827065932e+03 2.831630797891185488e-05 2.286893004705605303e+00
1.923783421196029849e+03 1.303842698689411255e-05 2.288252342341085210e+00
1.923789997002839527e+03 5.436767458727924539e-06 2.289623577746459304e+00
1.923796584974663801e+03 2.004711049502377573e-06 2.290990662866336347e+00
1.923803059554448510e+03 6.258364290617840797e-07 2.292327705683810724e+00
1.923809748308695134e+03 1.550936156660025035e-07 2.293702207308152108e+00
1.923816214092874134e+03 2.685126400536160752e-08 2.295024359633120792e+00
1.923822818584477773e+03 2.846938321201997299e-09 2.296368257491614440e+00
1.923829376796221140e+03 1.426285258199294934e-10 2.297696129654652086e+00
1.923835879625909456e+03 1.436931128309088967e-11 2.299006295591810467e+00
1.923842539054739063e+03 1.047945894603102431e-11 2.300341321607219491e+00
1.923849004392253391e+03 7.333074427480855722e-12 2.301630969769557389e+00
1.923855636517132780e+03 4.516445738015286436e-12 2.302947275713883357e+00
