gl338B 5.89329413654923 3.864166421776145
gl846 17.625353395502316 6.240014821554843
gl410 -5.390419873965584 nan
gl205 176.91917778209245 19.172566565404082
gl514 -20.11803014652105 nan
gl880 35.307917996204196 9.010338619704145
gl15A -3.3869467440090375 nan
gl412A -3.819579056900693 nan
gl382 -3.0288571645469347 nan
gl411 -2.0157514605998585 -0.6768467484475096
gl752A 1.9328620962587593 2.510683490559385
gl48 -0.7144913112533686 0.5288238699863814
gl617B 0.2691967241371458 1.4532928209510423
gl436 -1.2225362458957534 0.18873147473547397
gl480 0.11681059668626403 1.2555918425381514
gl849 4.932557690070098 3.5898295611016344
gl408 -6.863273239108821 nan
gl687 -2.290329248036869 -1.3934639979367756
gl725A -2.0324230551632354 -0.7060941762166022
gl317 2.971487771046668 2.938521231748123
gl4333 -0.045367998580331914 0.8793941006699311
gl4063 38.16619873317177 9.330290457572934
gl725B -1.210777941338165 0.19768470533579888
gl876 -0.3616390658389719 0.7239515111503136
gl445 -1.6794871613092255 -0.2237271202820929
gl15B -5.835972945624235 nan
gl699 0.31129270546807675 1.4979683201461444
gl447 -3.4428050071073812 nan
gl1151 -1.4034557013073936 0.042164046212365545
gl905 0.9725591205133242 2.006652643279861
gl1002 1.320590047922451 2.2076864723406606
gl1286 -2.5312744989132625 nan
