SOURCE_ID,ra,dec,parallax,pmra,pmdec,radial_velocity,U,V,W
458018340407727104,37.87447894404984,57.37870558540406,50.00541479563848,1115.7192342216508,11.126863327716851,1.5972129,-64.95690944708363,83.47293018531305,1.913890797727428
2673992663636347520,327.8635523883638,-1.4538921085791252,50.0364884312193,213.42468947925627,18.485081759202735,-1.328453,9.668803044347644,17.80468281101562,1.7844240030846765
18986817760556416,39.82435828918509,7.470816071340625,50.051067130892186,480.3539295525312,-137.59848988223425,0.54331875,-27.421924858090325,36.37135256692486,-12.85104958857497
3566338949070993536,169.2751391986689,-11.374359168981481,50.06686279862661,-390.1623914864916,-148.97385588012096,-24.873201,33.5665434927056,31.24087929908049,-8.922768230765447
5930139823230549120,249.9034373299412,-55.410609508601574,50.09702378091545,-90.69810340540502,-131.21172254663085,-6.1520023,-3.3477273862718695,15.827782427353013,-1.9838790570305678
2451701339832959232,22.623854394641025,-16.40544797329293,50.10880391723609,-138.59148112229016,-131.97891494402356,10.1775465,10.80053365657604,-9.703156293983344,-14.851817145541682
3814369840081992448,170.40697509246232,6.1335228685553735,50.128971305643816,-766.2313054739477,-1582.666367678073,47.334892,-50.09812815852878,81.95383851648236,-143.7513306432633
2759428629829608064,357.6535976770348,9.949318872191798,50.14831538141223,652.9595417502628,253.91773159226113,-7.3322315,-8.832498605498998,62.13732658305423,22.3747744136441
4242728884389090944,303.2508406645244,1.2158307317171082,50.153029375797786,241.01100854148183,-80.07072743076154,-44.338665,-5.16686708846592,49.42742290748649,-8.507397923870254
2867175035571212416,358.28539878993894,29.018151753627162,50.228223145721216,-78.54896595233234,19.390034523173163,1.7830657,0.44940443521672263,-7.430116451970533,2.4652184611169132
3602406744394215936,179.44156853878948,-1.8183858067070635,50.23149438811263,396.53044691951715,-217.81593961539815,-8.784838,9.067510805811866,-37.511716282943794,-20.266722063065497
6462049502543522688,323.9144197383885,-53.42468721801943,50.24701494353452,-90.93614077365763,167.4289913627453,23.59798,16.561966474182164,-22.686839147137214,-9.538542962654038
4237021938009045248,300.27588501384247,0.2700123380217709,50.26249449419899,55.576076021778626,-217.71293434996872,-32.72385,-11.922522974625117,30.81932731107323,-20.687422393982416
3793898479761174656,175.55387781734504,-1.3651467411429208,50.264321712414095,-110.67450531208388,-18.246863243116504,-3.1064584,3.946261445798057,10.162467338921989,-1.6463801558607178
4092990622155744000,276.6302402477138,-19.39395723243286,50.28085534540498,-297.723767970273,-463.8682990600785,17.134983,-27.69220147289576,-4.8704663920747455,-46.941759127244026
3566643651231641600,167.79032064723785,-10.948251409025147,50.303565416707826,-942.3386512424261,592.9176363214872,37.397728,-27.47735474052232,96.80429712765054,47.7553002013858
82512476444934528,37.604715066449785,16.805130281118615,50.313465034384166,210.57540274672473,-421.13746730188967,49.555298,34.564854766769095,51.66617149851628,-23.65718197033177
3825820772648802688,146.5360707575591,-4.427614872539686,50.32885706762648,-551.3032429478611,170.18857623836556,25.420984,6.457164870992,57.97737216998654,14.019718355908916
4864160624337973248,68.17902996429045,-39.79100877620122,50.33991044540537,239.36766680125513,-967.5973374565774,10.944953,-39.475893688897365,-37.950180087786435,-77.01817912464159
4805866957374888448,81.64896813762006,-42.338211158356906,50.34134278860604,-185.20650006783217,-2.1553705979151285,4.317639,17.699009580276687,0.4894541328850026,-3.057981309192905
2611463952760479232,341.61288824688626,-6.659721252169671,50.34538252121983,694.929661412599,-539.7455438934087,4.4694185,19.259756846248955,62.55213856785634,-50.99730133095489
4665366619931917824,74.88261512661207,-61.88437139795797,50.35030116954927,-197.42398680657692,23.999306977493163,36.048958,22.89439515588704,13.476641494488575,-30.730312476106416
2928420272788743296,107.82001459728738,-21.298800904869406,50.350775818215354,-103.59975202580827,-64.19455204020532,15.582823,5.514603747051659,14.716881800934388,-11.291220749023541
4805866957374888576,81.64743563552717,-42.33870586871349,50.35275443850639,-184.13240061161187,-19.157539401885668,4.9130383,17.50239034825592,-0.12695152668541873,-4.642161599961158
921952117778154240,121.72910641215296,42.291293750076996,50.35499420555119,-224.67305594418417,-273.246549725955,21.06184,0.6930327942485132,39.09744630874727,-4.856170578763292
2869128764655109504,351.0033849245028,28.567303390320834,50.35517891411731,728.3251478509914,-80.1610297426753,8.1152315,21.325729983937837,66.04266986868925,-2.747054205101543
5380149023092265856,179.90447706741833,-42.946229979317195,50.361879744512315,-403.82740716986467,-460.4750301513892,44.27975,-2.818565089663163,38.0162778094721,-61.895587550871504
1062935140823485184,143.80605218154264,61.24376890113279,50.38780673868764,117.51480195197615,39.28745704501166,-45.45038,13.732280779702396,-23.747722866770843,-38.06702475379959
1105454320624498688,90.19920634310617,68.13654479996053,50.39036898265627,420.7767872928321,-1096.6449300817567,27.701027,-39.95306469315694,105.92389777220822,-12.710290572834179
2122104690545294208,274.35438468964577,48.36752952247978,50.402622063010114,-45.63129012274328,48.44062217191633,-24.449764,-5.771138376864587,19.26584270761165,-15.247546179455144
1105454458063448448,90.21127622822173,68.15145916271501,50.407759137248554,417.02229589537797,-1099.3722830279182,27.557407,-39.6092133549574,106.07171535563047,-12.89819236029783
