# Wlen(nm) Transmission Continuum
1.922895936088823873e+03 3.045242236548974524e-01 5.521669721076783999e-01
1.922902421288400774e+03 3.060007158108691838e-01 5.525891639972090319e-01
1.922909036653385328e+03 3.019145580622767389e-01 5.530183665148964423e-01
1.922915611574427203e+03 2.921933440560581796e-01 5.534434825613560038e-01
1.922922136614220562e+03 2.770119040811321875e-01 5.538639337347655012e-01
1.922928801431164402e+03 2.572442604233360353e-01 5.542919128578831511e-01
1.922935278209890612e+03 2.349148621683469218e-01 5.547063870825208465e-01
1.922941948619035202e+03 2.133324850497394787e-01 5.551317808177727020e-01
1.922948467458234745e+03 1.966266681229227320e-01 5.555460673941569061e-01
1.922955047119856090e+03 1.886795223770774965e-01 5.559627766591912490e-01
1.922961656277047496e+03 1.918488422931055315e-01 5.563798965869634072e-01
1.922968145016495782e+03 2.061214378424175431e-01 5.567879974424091438e-01
1.922974844666231547e+03 2.291711250780976428e-01 5.572078895805635534e-01
1.922981320835392125e+03 2.572811484431214435e-01 5.576123539721814515e-01
1.922987954097653528e+03 2.866085249447044014e-01 5.580251827697425560e-01
1.922994508615690620e+03 3.141746160292158141e-01 5.584316745039014096e-01
1.923001050533167017e+03 3.382628857598201089e-01 5.588359629176932186e-01
1.923007695966117353e+03 3.582903507217340966e-01 5.592451959626991709e-01
1.923014171704458249e+03 3.744251496528538947e-01 5.596425723744966607e-01
1.923020857545688159e+03 3.871990040424079238e-01 5.600513865681473469e-01
1.923027358445650862e+03 3.972380413621671158e-01 5.604474766485375570e-01
1.923033952519285776e+03 4.051205240061482304e-01 5.608478194995100141e-01
1.923040544756729105e+03 4.113240431819084608e-01 5.612466189600063826e-01
1.923047046887923671e+03 4.162187778776170188e-01 5.616385666724719172e-01
1.923053730637595663e+03 4.200822821634604964e-01 5.620400142128413323e-01
1.923060205765484170e+03 4.231186882420903128e-01 5.624275329646510890e-01
1.923066850972923021e+03 4.254770541955087415e-01 5.628238014976096881e-01
1.923073391036623661e+03 4.272662229357141461e-01 5.632123884771182976e-01
1.923079943878532504e+03 4.285655904493076429e-01 5.636003320098652569e-01
1.923086575877308633e+03 4.294328795189799597e-01 5.639915340188086379e-01
1.923093050573747405e+03 4.299094649370292509e-01 5.643720732999780720e-01
1.923099745892149485e+03 4.300243262738714933e-01 5.647641430853490574e-01
1.923106234804355609e+03 4.297966193546273184e-01 5.651427343224741939e-01
1.923112837333939751e+03 4.292392915923417540e-01 5.655265502221855645e-01
1.923119418604266912e+03 4.283692908603238814e-01 5.659077224460581368e-01
1.923125928169990402e+03 4.272285517576934200e-01 5.662833607701955874e-01
1.923132601973381725e+03 4.259102172738925551e-01 5.666670525588517471e-01
1.923139076058479986e+03 4.245694791759782594e-01 5.670378862083377269e-01
1.923145727252216602e+03 4.233950818787449721e-01 5.674174552907678137e-01
1.923152258817025086e+03 4.225407136992521129e-01 5.677888091675949989e-01
1.923158816623332996e+03 4.220530325601974941e-01 5.681602728315564566e-01
1.923165441144531997e+03 4.218470032128623926e-01 5.685341111654307333e-01
1.923171914797550244e+03 4.217479281260759771e-01 5.688980737506421637e-01
1.923178613631429698e+03 4.215701552952015319e-01 5.692732810600242832e-01
1.923185096514137285e+03 4.211817697762609836e-01 5.696350237600887878e-01
1.923191701536821256e+03 4.205264515632949340e-01 5.700021987453720573e-01
1.923198277799443076e+03 4.196088586261195186e-01 5.703663898413957600e-01
1.923204788835692852e+03 4.184669279825207755e-01 5.707256088810548356e-01
1.923211458653367799e+03 4.171488129982827697e-01 5.710921868669603940e-01
1.923217931694155595e+03 4.156988353196610086e-01 5.714465957037622168e-01
1.923224582908521597e+03 4.141495779407092792e-01 5.718093721637612648e-01
1.923231111936667048e+03 4.125176929685077098e-01 5.721641180276635374e-01
1.923237668740551953e+03 4.108042549971717139e-01 5.725190126242798438e-01
1.923244291747555280e+03 4.090000625312546489e-01 5.728761083065651016e-01
1.923250764355631645e+03 4.070931425642965729e-01 5.732237543823675008e-01
1.923257460736499979e+03 4.050744112442574152e-01 5.735820266019125979e-01
1.923263943554755770e+03 4.029389085186727559e-01 5.739275250686471930e-01
1.923270545100896470e+03 4.006835646304200971e-01 5.742779904052321971e-01
1.923277122322014066e+03 3.983041393140469011e-01 5.746258007045798033e-01
1.923283628857991289e+03 3.957941787568923786e-01 5.749685355673865850e-01
1.923290300657305806e+03 3.931468465604074369e-01 5.753185961467843779e-01
1.923296772652260415e+03 3.903582361350347862e-01 5.756568402121698957e-01
1.923303417914790998e+03 3.874287656570074567e-01 5.760027755464051102e-01
1.923309950375293738e+03 3.843592776539455080e-01 5.763414932693640136e-01
1.923316500203133955e+03 3.811428806932142255e-01 5.766797740434165265e-01
1.923323127666118353e+03 3.777610866459089056e-01 5.770207031048996127e-01
1.923329599227729886e+03 3.741950229604933953e-01 5.773522926093322960e-01
1.923336287180298768e+03 3.704526196584098097e-01 5.776936012331352899e-01
1.923342775905945700e+03 3.665964656157651991e-01 5.780234151127099373e-01
1.923349367999096785e+03 3.627482613768840958e-01 5.783571459490096656e-01
1.923355952151708152e+03 3.590555072078340793e-01 5.786891313502889878e-01
1.923362448209810509e+03 3.556312415660127790e-01 5.790153608014065867e-01
1.923369127964919244e+03 3.525008756483140049e-01 5.793494561630071482e-01
1.923375598912517034e+03 3.495897679063003638e-01 5.796717952494896409e-01
1.923382232243939825e+03 3.467581098788541927e-01 5.800008842764420303e-01
1.923388774112623423e+03 3.438578483546899101e-01 5.803241098584249746e-01
1.923395310983990157e+03 3.407771300490614608e-01 5.806457751512913434e-01
1.923401948879934707e+03 3.374552518827115821e-01 5.809710699757444363e-01
1.923408419393556187e+03 3.338732031013088575e-01 5.812868625978222514e-01
1.923415092935725852e+03 3.300351144117101843e-01 5.816112218807872880e-01
1.923421593547412158e+03 3.259520756297292210e-01 5.819258675078926579e-01
1.923428170204316530e+03 3.216320725879956433e-01 5.822428815278282155e-01
1.923434767268228597e+03 3.170758541515065199e-01 5.825595548434471249e-01
1.923441246864039840e+03 3.122789561418785054e-01 5.828692999580541434e-01
1.923447940555905916e+03 3.072406501968977799e-01 5.831879394295425012e-01
1.923454410454620302e+03 3.019766727502982140e-01 5.834946330802951442e-01
1.923461025868849447e+03 2.965274060858120175e-01 5.838069125927096703e-01
1.923467583128346860e+03 2.909533650056027043e-01 5.841151395081760622e-01
1.923474101055992605e+03 2.853194668012847823e-01 5.844202294098960193e-01
1.923480755368690552e+03 2.796816397380791908e-01 5.847303800810382812e-01
1.923487224832794254e+03 2.740871978182090052e-01 5.850306352602738791e-01
1.923493877975646228e+03 2.685824304640621607e-01 5.853381008700242472e-01
1.923500396458835212e+03 2.632079882899824308e-01 5.856380526149779220e-01
1.923506951689415246e+03 2.579748390730757790e-01 5.859384086896531896e-01
1.923513567651249332e+03 2.528391784628188366e-01 5.862402409929293734e-01
1.923520036680480416e+03 2.477019598770127951e-01 5.865341026353874110e-01
1.923526726522765102e+03 2.424381339047573525e-01 5.868366787462402367e-01
1.923533207258239145e+03 2.369357205901131969e-01 5.871285227117564176e-01
1.923539798762362352e+03 2.311210285269923725e-01 5.874240701277494425e-01
1.923546377402127064e+03 2.249607496881558533e-01 5.877177506734936330e-01
1.923552870391980377e+03 2.184470197777257372e-01 5.880063456739893502e-01
1.923559547112044584e+03 2.115771193904282810e-01 5.883018013232229615e-01
1.923566015525102102e+03 2.043363675674861324e-01 5.885867782491975841e-01
1.923572642272890334e+03 1.966877701284953928e-01 5.888774459169364706e-01
1.923579184619867874e+03 1.885672712643109150e-01 5.891631375337801346e-01
1.923585712427214730e+03 1.798802233762769875e-01 5.894469343720836196e-01
1.923592353280418820e+03 1.704998069657047421e-01 5.897343563457119187e-01
1.923598821257967529e+03 1.602784122473976114e-01 5.900130475807154884e-01
1.923605482219052647e+03 1.490982151167860592e-01 5.902987681120207553e-01
1.923611989303014298e+03 1.369832378182696819e-01 5.905766298875139153e-01
1.923618550897286013e+03 1.242522326215999701e-01 5.908555619008764026e-01
1.923625156913601131e+03 1.116243493194801900e-01 5.911351085447664744e-01
1.923631624455377505e+03 1.001494171459752502e-01 5.914075589623665197e-01
1.923638318598903425e+03 9.089664876283048978e-02 5.916882686298836624e-01
1.923644791450107959e+03 8.450887243732402299e-02 5.919584559509947219e-01
1.923651385800248363e+03 8.088387017760029218e-02 5.922324601212251016e-01
1.923657958010134735e+03 7.920764921571057937e-02 5.925042860970588521e-01
1.923664452390501992e+03 7.832460180889926071e-02 5.927716608953492727e-01
1.923671124135357331e+03 7.719774476473238722e-02 5.930450641806542800e-01
1.923677591059691395e+03 7.519574660610252315e-02 5.933088438431607381e-01
1.923684217134152505e+03 7.211941185024876855e-02 5.935778607558127584e-01
1.923690756568559891e+03 6.805994714276734914e-02 5.938421170816713390e-01
1.923697282246392888e+03 6.323142353155980500e-02 5.941045883110671610e-01
1.923703921642379100e+03 5.786137496025908072e-02 5.943703750418175558e-01
1.923710388130304409e+03 5.214914930449594810e-02 5.946280215853171347e-01
1.923717044897050300e+03 4.626189298115665482e-02 5.948919953892083390e-01
1.923723552587416179e+03 4.034092678527554515e-02 5.951488294801181578e-01
1.923730108530477992e+03 3.450834234476056472e-02 5.954063419593625950e-01
1.923736716609234236e+03 2.887279415726158247e-02 5.956646588644665119e-01
1.923743182660487037e+03 2.353544181124944679e-02 5.959162171012173381e-01
1.923749869086990202e+03 1.859525849332818032e-02 5.961750954676489078e-01
1.923756346065244088e+03 1.415068808867247022e-02 5.964246511763563463e-01
1.923762931240807120e+03 1.029407052019492771e-02 5.966771532303436487e-01
1.923769509034462089e+03 7.097699432400655060e-03 5.969281434926692054e-01
1.923775992782417234e+03 4.595180705004303992e-03 5.971743451296944727e-01
1.923782671568041678e+03 2.766000076353244703e-03 5.974267088077277466e-01
1.923789137000581377e+03 1.532564626851882182e-03 5.976698099565327382e-01
1.923795750375427133e+03 7.741183105381422560e-04 5.979172533756651475e-01
1.923802298916601330e+03 3.535099863243863750e-04 5.981610566727495470e-01
1.923808810436299154e+03 1.454755603396672972e-04 5.984022852772772350e-01
1.923815460396737080e+03 5.487311555747618693e-05 5.986474131164478685e-01
1.923821925391966261e+03 2.079494249183798984e-05 5.988845335090574595e-01
1.923828565932385800e+03 1.003165890718836587e-05 5.991268735085595321e-01
1.923835086254188582e+03 7.124963125220032408e-06 5.993636260531862714e-01
1.923841624511719147e+03 6.010937650821604498e-06 5.995998374547658605e-01
1.923848246680281591e+03 4.865172709018135420e-06 5.998378650372699905e-01
1.923854711237935362e+03 3.515842166627530008e-06 6.000690494244420581e-01
