# Wlen(nm) Flux Flux_err
1.922066249539980390e+03 3.522581963653930847e-03 1.079803234197051944e-04
1.922072919603800528e+03 3.423474003607708451e-03 1.079803234197051944e-04
1.922079466213550631e+03 3.375173767109032521e-03 1.079803234197051944e-04
1.922086056703445138e+03 3.816601871697647853e-03 1.079803234197051944e-04
1.922092682463959591e+03 4.383085914481983300e-03 1.079803234197051944e-04
1.922099193207416647e+03 3.660776517596481001e-03 1.079803234197051944e-04
1.922105898291110634e+03 3.712634411508394013e-03 1.079803234197051944e-04
1.922112385849076873e+03 3.670126896120139582e-03 1.079803234197051944e-04
1.922119056960364787e+03 3.916193356234312119e-03 1.079803234197051944e-04
1.922125601076537578e+03 3.346379042593839934e-03 1.079803234197051944e-04
1.922132192024001370e+03 3.148262783605526582e-03 1.079803234197051944e-04
1.922138815880501170e+03 3.442220727097815292e-03 1.079803234197051944e-04
1.922145326491516698e+03 3.660787497120452424e-03 1.079803234197051944e-04
1.922152030260871015e+03 3.618090488362582166e-03 1.079803234197051944e-04
1.922158517218455700e+03 3.891731006985656247e-03 1.079803234197051944e-04
1.922165187360820482e+03 3.723883992550684318e-03 1.079803234197051944e-04
1.922171730998649764e+03 3.086264622728338101e-03 1.079803234197051944e-04
1.922178320386904488e+03 3.259709777844937290e-03 1.079803234197051944e-04
1.922184944355010430e+03 3.197613706386830731e-03 1.079803234197051944e-04
1.922191452816417268e+03 2.651513041813989210e-03 1.079803234197051944e-04
1.922198157287441290e+03 2.200397218351720589e-03 1.079803234197051944e-04
1.922204643644133057e+03 2.399605748037150418e-03 1.079803234197051944e-04
1.922211310799847297e+03 2.679744221505360024e-03 1.079803234197051944e-04
1.922217855975902467e+03 2.073222099405308636e-03 1.079803234197051944e-04
1.922224441786831676e+03 1.963028812179978128e-03 1.079803234197051944e-04
1.922231067883503101e+03 1.287928521179405221e-03 1.079803234197051944e-04
1.922237572176795993e+03 7.919687533562549736e-04 1.079803234197051944e-04
1.922244279366836054e+03 1.309912603863971512e-03 1.079803234197051944e-04
1.922250765122122857e+03 6.929625622679667614e-04 1.079803234197051944e-04
1.922257427272120367e+03 8.286689156665679205e-04 1.079803234197051944e-04
1.922263976004309143e+03 1.752749611197116850e-03 1.079803234197051944e-04
1.922270556218457841e+03 1.960259422920916390e-03 1.079803234197051944e-04
1.922277186461989913e+03 1.866625477540559625e-03 1.079803234197051944e-04
1.922283684567324826e+03 2.118576866831779152e-03 1.079803234197051944e-04
1.922290396495066261e+03 2.679741572801116675e-03 1.079803234197051944e-04
1.922296881648435146e+03 3.073265391565400701e-03 1.079803234197051944e-04
1.922303536772312327e+03 3.485692222912810043e-03 1.079803234197051944e-04
1.922310091079879385e+03 3.119203228501891967e-03 1.079803234197051944e-04
1.922316663676452890e+03 3.483691629467725037e-03 1.079803234197051944e-04
1.922323300086480231e+03 3.886072347714580183e-03 1.079803234197051944e-04
1.922329789982673447e+03 3.578713665600368951e-03 1.079803234197051944e-04
1.922336508668140141e+03 3.374971249480359162e-03 1.079803234197051944e-04
1.922342993219078608e+03 3.145715191523429377e-03 1.079803234197051944e-04
1.922349639295088309e+03 3.679194923615322892e-03 1.079803234197051944e-04
1.922356201198619374e+03 3.594686009616189937e-03 1.079803234197051944e-04
1.922362764155483546e+03 3.144990994536030204e-03 1.079803234197051944e-04
1.922369408752979780e+03 3.514687545371032035e-03 1.079803234197051944e-04
1.922375892878161267e+03 3.362655513902213303e-03 1.079803234197051944e-04
1.922382611421325691e+03 3.691985562200629425e-03 1.079803234197051944e-04
1.922389099830056921e+03 3.535209249704128563e-03 1.079803234197051944e-04
1.922395734835113672e+03 3.262988948302325640e-03 1.079803234197051944e-04
1.922402306356532790e+03 4.068101478248858233e-03 1.079803234197051944e-04
1.922408857650210848e+03 3.679696349547085816e-03 1.079803234197051944e-04
1.922415512457491104e+03 3.823935924061841896e-03 1.079803234197051944e-04
1.922421995979364738e+03 4.317267144209358497e-03 1.079803234197051944e-04
1.922428702019656839e+03 4.169290261530049328e-03 1.079803234197051944e-04
1.922435201477371265e+03 3.430089455618569230e-03 1.079803234197051944e-04
1.922441823387046270e+03 4.044730821070871736e-03 1.079803234197051944e-04
1.922448406549620813e+03 4.954751488997599651e-03 1.079803234197051944e-04
1.922454944155293106e+03 4.525178812000605136e-03 1.079803234197051944e-04
1.922461611196014246e+03 4.241247004950161881e-03 1.079803234197051944e-04
1.922468094114065480e+03 3.224560070889277968e-03 1.079803234197051944e-04
1.922474785626103539e+03 3.249043983691406613e-03 1.079803234197051944e-04
1.922481298157020092e+03 4.102813302345359112e-03 1.079803234197051944e-04
1.922487904945540777e+03 4.432528549441406250e-03 1.079803234197051944e-04
1.922494501773879165e+03 3.890838734337469934e-03 1.079803234197051944e-04
1.922501023665384309e+03 3.213201361204189119e-03 1.079803234197051944e-04
1.922507704964544928e+03 4.033387392691016246e-03 1.079803234197051944e-04
1.922514187278260124e+03 4.411280205821175270e-03 1.079803234197051944e-04
1.922520862235317736e+03 4.172077874638870608e-03 1.079803234197051944e-04
1.922527389864998895e+03 4.493763041239287603e-03 1.079803234197051944e-04
1.922533979505247544e+03 4.154930833874056866e-03 1.079803234197051944e-04
1.922540592025304250e+03 4.076576407586763977e-03 1.079803234197051944e-04
1.922547096175132992e+03 4.317754964095205615e-03 1.079803234197051944e-04
1.922553793759077280e+03 3.741140979426442730e-03 1.079803234197051944e-04
1.922560275467940983e+03 3.610370415875067355e-03 1.079803234197051944e-04
1.922566931841947280e+03 4.024726542488113630e-03 1.079803234197051944e-04
1.922573476597299305e+03 3.254335885053149385e-03 1.079803234197051944e-04
1.922580047060814650e+03 3.812236040394630012e-03 1.079803234197051944e-04
1.922586677299885423e+03 3.913742749948008644e-03 1.079803234197051944e-04
1.922593161679185187e+03 3.965113826988719836e-03 1.079803234197051944e-04
1.922599877575600885e+03 3.798690293455274369e-03 1.079803234197051944e-04
1.922606358679098548e+03 4.268480603546071471e-03 1.079803234197051944e-04
1.922612994440635703e+03 4.750729092297131285e-03 1.079803234197051944e-04
1.922619558349910221e+03 4.556544258025500317e-03 1.079803234197051944e-04
1.922626107606883352e+03 5.193838736436873389e-03 1.079803234197051944e-04
1.922632757593611359e+03 5.475905557547253687e-03 1.079803234197051944e-04
1.922639238269268162e+03 5.054766508326236606e-03 1.079803234197051944e-04
1.922645938312680983e+03 5.161232800059169928e-03 1.079803234197051944e-04
1.922652436907718993e+03 5.638464475963032158e-03 1.079803234197051944e-04
1.922659050026022442e+03 6.148086810569622362e-03 1.079803234197051944e-04
1.922665635118817590e+03 5.820882246037661044e-03 1.079803234197051944e-04
1.922672161138092633e+03 6.003986952687782180e-03 1.079803234197051944e-04
1.922678832902466411e+03 5.003743702675870347e-03 1.079803234197051944e-04
1.922685312971875874e+03 4.995175291392216048e-03 1.079803234197051944e-04
1.922691988934685469e+03 5.557633521167330837e-03 1.079803234197051944e-04
1.922698510149785307e+03 5.575113768907415633e-03 1.079803234197051944e-04
1.922705098592742615e+03 5.002138539495107165e-03 1.079803234197051944e-04
1.922711706900003946e+03 4.222414916048761006e-03 1.079803234197051944e-04
1.922718207649076248e+03 3.924919343551098831e-03 1.079803234197051944e-04
1.922724903222434250e+03 4.279649908009944964e-03 1.079803234197051944e-04
1.922731382685078870e+03 4.507648738303372815e-03 1.079803234197051944e-04
1.922738032534214199e+03 5.061407629444667801e-03 1.079803234197051944e-04
1.922744578401279568e+03 5.263953399181605340e-03 1.079803234197051944e-04
1.922751140135427931e+03 4.665975651421080429e-03 1.079803234197051944e-04
1.922757773689449778e+03 4.091398813331824195e-03 1.079803234197051944e-04
1.922764252723262189e+03 3.642538900063423818e-03 1.079803234197051944e-04
1.922770962960589713e+03 3.413016756301991573e-03 1.079803234197051944e-04
1.922777447404855366e+03 3.457587642848017253e-03 1.079803234197051944e-04
1.922784069105897743e+03 2.553560386894919172e-03 1.079803234197051944e-04
1.922790641658177719e+03 1.191539781865324577e-03 1.079803234197051944e-04
1.922797174648705550e+03 6.157623248606998142e-04 1.079803234197051944e-04
1.922803835483130797e+03 1.149909109097875656e-03 1.079803234197051944e-04
1.922810313909295019e+03 7.029291232230034476e-04 1.079803234197051944e-04
1.922816994558563920e+03 -3.404339732043814605e-05 1.079803234197051944e-04
1.922823507127180847e+03 3.350651270969312915e-04 1.079803234197051944e-04
1.922830098644357577e+03 1.308491856216407838e-03 1.079803234197051944e-04
1.922836699916455018e+03 1.096401343442633810e-03 1.079803234197051944e-04
1.922843202127197628e+03 5.154423002823126489e-04 1.079803234197051944e-04
1.922849892277019762e+03 1.565790262719183278e-03 1.079803234197051944e-04
1.922856370095019429e+03 2.488030628732075967e-03 1.079803234197051944e-04
1.922863019119498631e+03 2.714099533460525085e-03 1.079803234197051944e-04
1.922869561848026478e+03 3.315439715985217615e-03 1.079803234197051944e-04
1.922876121144215176e+03 3.087742348490546841e-03 1.079803234197051944e-04
1.922882753172082403e+03 2.917837964637049874e-03 1.079803234197051944e-04
1.922889230560255328e+03 3.195559850182852230e-03 1.079803234197051944e-04
1.922895936072207860e+03 2.471299973001416135e-03 1.079803234197051944e-04
1.922902421276404993e+03 2.246960850681628975e-03 1.079803234197051944e-04
1.922909036638012140e+03 2.422932417556294699e-03 1.079803234197051944e-04
1.922915611563361836e+03 2.646523867445116623e-03 1.079803234197051944e-04
1.922922136600085878e+03 2.850559047603188224e-03 1.079803234197051944e-04
1.922928801421027401e+03 2.242958173269431980e-03 1.079803234197051944e-04
1.922935278200149924e+03 1.435114759734022792e-03 1.079803234197051944e-04
1.922941948606664027e+03 7.621759058526467179e-04 1.079803234197051944e-04
1.922948467449417876e+03 1.625081111709797237e-03 1.079803234197051944e-04
1.922955047108715007e+03 2.441833192291800562e-03 1.079803234197051944e-04
1.922961656269152172e+03 2.421193638772025595e-03 1.079803234197051944e-04
1.922968145006581835e+03 1.771724990698297399e-03 1.079803234197051944e-04
1.922974844659255496e+03 2.458102220510094763e-03 1.079803234197051944e-04
1.922981320828808975e+03 3.014043414858013064e-03 1.079803234197051944e-04
1.922987954089486493e+03 2.408383552200301595e-03 1.079803234197051944e-04
1.922994508610021740e+03 1.447259841596534001e-03 1.079803234197051944e-04
1.923001050526217796e+03 1.916088504202693521e-03 1.079803234197051944e-04
1.923007695961361151e+03 3.079788503653469595e-03 1.079803234197051944e-04
1.923014171700092220e+03 4.692581081631651448e-03 1.079803234197051944e-04
1.923020857540473116e+03 4.573037100680977726e-03 1.079803234197051944e-04
1.923027358442193190e+03 4.925918896143680580e-03 1.079803234197051944e-04
1.923033952515280816e+03 4.628568248120448238e-03 1.079803234197051944e-04
1.923040544754177972e+03 4.457574195588554639e-03 1.079803234197051944e-04
1.923047046885124473e+03 4.763592984194487713e-03 1.079803234197051944e-04
1.923053730635947659e+03 5.366468684515871175e-03 1.079803234197051944e-04
1.923060205764222474e+03 4.712072535940990681e-03 1.079803234197051944e-04
1.923066850971840267e+03 6.189805383766115721e-03 1.079803234197051944e-04
1.923073391036261228e+03 6.424220808572200965e-03 1.079803234197051944e-04
1.923079943878647555e+03 5.705102487329960330e-03 1.079803234197051944e-04
1.923086575877843188e+03 5.418747286074474673e-03 1.079803234197051944e-04
1.923093050574665540e+03 6.197568062536727186e-03 1.079803234197051944e-04
1.923099745893969157e+03 6.682993413176398396e-03 1.079803234197051944e-04
1.923106234806166867e+03 6.433743500186815158e-03 1.079803234197051944e-04
1.923112837336948587e+03 6.287378460536881784e-03 1.079803234197051944e-04
1.923119418606968111e+03 6.747334852965691798e-03 1.079803234197051944e-04
1.923125928174184764e+03 5.544552049086225003e-03 1.079803234197051944e-04
1.923132601976970818e+03 5.215107652574647173e-03 1.079803234197051944e-04
1.923139076062448794e+03 6.113730344749357913e-03 1.079803234197051944e-04
1.923145727258098077e+03 6.552092070512491491e-03 1.079803234197051944e-04
1.923152258821878604e+03 6.971622580116473324e-03 1.079803234197051944e-04
1.923158816630391811e+03 7.624471566484522338e-03 1.079803234197051944e-04
1.923165441150266588e+03 7.320991449897517461e-03 1.079803234197051944e-04
1.923171914803661366e+03 6.797622112748739724e-03 1.079803234197051944e-04
1.923178613640162894e+03 6.530215279504313595e-03 1.079803234197051944e-04
1.923185096521125843e+03 7.009887381099993812e-03 1.079803234197051944e-04
1.923191701546722925e+03 7.301469608881967083e-03 1.079803234197051944e-04
1.923198277807306340e+03 6.301114064142639137e-03 1.079803234197051944e-04
1.923204788846759357e+03 6.082993683192202544e-03 1.079803234197051944e-04
1.923211458662103951e+03 7.084157399394740151e-03 1.079803234197051944e-04
1.923217931703263957e+03 6.800027370773509272e-03 1.079803234197051944e-04
1.923224582921245656e+03 5.771770904203576448e-03 1.079803234197051944e-04
1.923231111946644205e+03 5.404736394920776898e-03 1.079803234197051944e-04
1.923237668754432434e+03 5.372912192835854577e-03 1.079803234197051944e-04
1.923244291758398276e+03 6.490388123935853480e-03 1.079803234197051944e-04
1.923250764366844805e+03 6.324527878509762259e-03 1.079803234197051944e-04
1.923257460752026191e+03 6.682013983795510870e-03 1.079803234197051944e-04
1.923263943566830903e+03 7.067719944698764613e-03 1.079803234197051944e-04
1.923270545117569782e+03 5.999684417856621620e-03 1.079803234197051944e-04
1.923277122334947990e+03 6.269485145407490724e-03 1.079803234197051944e-04
1.923283628875808745e+03 7.257584044690607201e-03 1.079803234197051944e-04
1.923290300671096929e+03 7.286166906879075478e-03 1.079803234197051944e-04
1.923296772666417837e+03 7.140585038468470237e-03 1.079803234197051944e-04
1.923303417934236450e+03 5.852214471980910632e-03 1.079803234197051944e-04
1.923309950390304493e+03 5.081227549822410483e-03 1.079803234197051944e-04
1.923316500223714684e+03 6.226648277991187787e-03 1.079803234197051944e-04
1.923323127681978576e+03 5.726785567857265412e-03 1.079803234197051944e-04
1.923329599243953908e+03 4.992333664683271804e-03 1.079803234197051944e-04
1.923336287202495441e+03 5.790490446473835033e-03 1.079803234197051944e-04
1.923342775923015779e+03 5.857416080352857886e-03 1.079803234197051944e-04
1.923349368022420322e+03 5.385752593683825785e-03 1.079803234197051944e-04
1.923355952169622242e+03 5.162668244162608132e-03 1.079803234197051944e-04
1.923362448234257045e+03 4.685865904644134772e-03 1.079803234197051944e-04
1.923369127983674161e+03 5.546824322142340259e-03 1.079803234197051944e-04
1.923375598931631885e+03 5.694304204275673492e-03 1.079803234197051944e-04
1.923382232269985252e+03 4.836565910303978165e-03 1.079803234197051944e-04
1.923388774132575918e+03 5.754909092584529345e-03 1.079803234197051944e-04
1.923395311011149488e+03 5.111686611313947214e-03 1.079803234197051944e-04
1.923401948900721663e+03 4.077960788631688864e-03 1.079803234197051944e-04
1.923408419414699893e+03 5.232368524730564817e-03 1.079803234197051944e-04
1.923415092964471796e+03 5.626889589949723991e-03 1.079803234197051944e-04
1.923421593569386687e+03 5.369907544823401824e-03 1.079803234197051944e-04
1.923428170234168419e+03 4.630242672790829683e-03 1.079803234197051944e-04
1.923434767291031449e+03 5.120395687653613546e-03 1.079803234197051944e-04
1.923441246894994038e+03 5.603378898210928383e-03 1.079803234197051944e-04
1.923447940579534361e+03 4.790861298170640513e-03 1.079803234197051944e-04
1.923454410478601631e+03 3.994127662421859647e-03 1.079803234197051944e-04
1.923461025901372295e+03 3.925926818029141542e-03 1.079803234197051944e-04
1.923467583153149690e+03 3.637511528261354321e-03 1.079803234197051944e-04
1.923474101089609576e+03 2.689582781728445688e-03 1.079803234197051944e-04
1.923480755394312382e+03 2.573187357147498425e-03 1.079803234197051944e-04
1.923487224858766467e+03 3.087636414235120103e-03 1.079803234197051944e-04
1.923493878010820026e+03 3.537897376495971469e-03 1.079803234197051944e-04
1.923500396485622559e+03 3.580693360229923825e-03 1.079803234197051944e-04
1.923506951725673844e+03 2.968620039972564694e-03 1.079803234197051944e-04
1.923513567678849540e+03 3.021729509276364477e-03 1.079803234197051944e-04
1.923520036708427369e+03 3.379568540440685154e-03 1.079803234197051944e-04
1.923526726560568250e+03 3.506199666436812194e-03 1.079803234197051944e-04
1.923533207286995093e+03 3.592990336855733744e-03 1.079803234197051944e-04
1.923539798801241432e+03 2.997626493298783095e-03 1.079803234197051944e-04
1.923546377431689507e+03 3.099492348295168880e-03 1.079803234197051944e-04
1.923552870431933115e+03 2.889475675341703423e-03 1.079803234197051944e-04
1.923559547142410565e+03 3.314601345629244328e-03 1.079803234197051944e-04
1.923566015555811191e+03 3.426702033385723659e-03 1.079803234197051944e-04
1.923572642314369205e+03 2.471101733152986958e-03 1.079803234197051944e-04
1.923579184651376863e+03 2.061457446403751250e-03 1.079803234197051944e-04
1.923585712469758164e+03 2.469600806853485681e-03 1.079803234197051944e-04
1.923592353312724526e+03 2.191973462603715589e-03 1.079803234197051944e-04
1.923598821290614296e+03 2.535318127808150728e-03 1.079803234197051944e-04
1.923605482263110616e+03 2.787299322596532847e-03 1.079803234197051944e-04
1.923611989336454144e+03 2.243463889757869607e-03 1.079803234197051944e-04
1.923618550942399906e+03 2.518219912901480898e-03 1.079803234197051944e-04
1.923625156947831556e+03 2.655475682682838668e-03 1.079803234197051944e-04
1.923631624489945807e+03 1.242639294894420108e-03 1.079803234197051944e-04
1.923638318645519576e+03 1.427178885623237590e-03 1.079803234197051944e-04
1.923644791485462974e+03 1.460823695473673642e-03 1.079803234197051944e-04
1.923651385847911115e+03 1.055936603569283903e-03 1.079803234197051944e-04
1.923657958046273734e+03 1.338910088045564125e-03 1.079803234197051944e-04
1.923664452439207935e+03 1.180436760705101326e-03 1.079803234197051944e-04
1.923671124172277587e+03 1.837029904818675936e-03 1.079803234197051944e-04
1.923677591096945889e+03 2.045147069851171919e-03 1.079803234197051944e-04
1.923684217184344561e+03 1.044396312336943154e-03 1.079803234197051944e-04
1.923690756606591776e+03 5.253339141763364167e-04 1.079803234197051944e-04
1.923697282297619267e+03 6.784831526855024950e-04 1.079803234197051944e-04
1.923703921681185648e+03 1.641588710395761779e-03 1.079803234197051944e-04
1.923710388169442467e+03 1.564005372305107139e-03 1.079803234197051944e-04
1.923717044949748924e+03 1.055577320082119047e-03 1.079803234197051944e-04
1.923723552627325262e+03 5.501027758299529202e-04 1.079803234197051944e-04
1.923730108584202753e+03 1.484311438946974565e-04 1.079803234197051944e-04
1.923736716649911614e+03 7.054687930022645508e-04 1.079803234197051944e-04
1.923743182701492969e+03 1.768644072397682673e-04 1.079803234197051944e-04
1.923749869142174703e+03 -8.597418438556025692e-06 1.079803234197051944e-04
1.923756346107014679e+03 -3.533423225436174990e-04 1.079803234197051944e-04
1.923762931297009573e+03 2.619220723411056981e-04 1.079803234197051944e-04
1.923769509076994609e+03 3.313241083006974856e-04 1.079803234197051944e-04
1.923775992839633545e+03 5.398048846469023472e-04 1.079803234197051944e-04
1.923782671611333626e+03 1.835465587995341048e-04 1.079803234197051944e-04
1.923789137044197560e+03 -2.716115507304462718e-04 1.079803234197051944e-04
1.923795750434086131e+03 2.455320144233976635e-04 1.079803234197051944e-04
1.923802298960972621e+03 1.125871603619412777e-03 1.079803234197051944e-04
1.923808810495963371e+03 4.261951532030584561e-04 1.079803234197051944e-04
1.923815460441861887e+03 -1.313217910523987141e-05 1.079803234197051944e-04
1.923821925437412347e+03 -8.218240786797992997e-05 1.079803234197051944e-04
1.923828565993480424e+03 3.893965937905856812e-04 1.079803234197051944e-04
1.923835086300383864e+03 1.076635160813706367e-03 1.079803234197051944e-04
1.923841624573811259e+03 7.572385924078297442e-04 1.079803234197051944e-04
1.923848246727223113e+03 1.073900084107139467e-03 1.079803234197051944e-04
