# Wlen(nm) Transmission
2.022528476991205935e+03 8.896526063914862448e-01
2.022534623481015160e+03 8.947683444509779704e-01
2.022540769829380906e+03 8.986808865625838250e-01
2.022546916036287939e+03 9.017090530022798811e-01
2.022553062101719206e+03 9.040902124905038084e-01
2.022559208025660837e+03 9.059967060797140537e-01
2.022565353808096233e+03 9.075370955110187987e-01
2.022571499449010162e+03 9.087714342920664157e-01
2.022577644948387615e+03 9.097283539315312861e-01
2.022583790306211995e+03 9.104099559197417202e-01
2.022589939265155408e+03 9.108006811268364311e-01
2.022596106327227972e+03 9.108945860545650808e-01
2.022602251206258416e+03 9.106791015356947572e-01
2.022608395943670757e+03 9.101153685162912677e-01
2.022614540539448171e+03 9.091665455217224912e-01
2.022620684993576333e+03 9.078337150406271538e-01
2.022626829306039099e+03 9.061304188574343943e-01
2.022632973476821689e+03 9.040184276428167021e-01
2.022639117505907052e+03 9.014438890962469531e-01
2.022645261393281089e+03 8.984307839505790705e-01
2.022651405138927430e+03 8.952679609631696289e-01
2.022657548742830386e+03 8.923401935641902538e-01
2.022663692204975177e+03 8.897202620148714214e-01
2.022669835525345434e+03 8.873127023397777702e-01
2.022675978703925921e+03 8.849532964556963144e-01
2.022682121740700723e+03 8.821789490372485831e-01
2.022688264635654832e+03 8.782387949746722766e-01
2.022694407388772106e+03 8.725738952005228644e-01
2.022700550000037083e+03 8.648669231214557440e-01
2.022706692469434074e+03 8.548315420354414274e-01
2.022712834796948300e+03 8.420115806366851308e-01
2.022718976982563163e+03 8.254958748223412135e-01
2.022725119026262973e+03 8.038976973950775484e-01
2.022731260928032270e+03 7.753338228863519976e-01
2.022737402687856729e+03 7.375197910772304244e-01
2.022743544305718842e+03 6.882818683953653149e-01
2.022749685781604967e+03 6.256457905601766623e-01
2.022755840717202091e+03 5.493458300191160770e-01
2.022761992576984994e+03 4.634704973115600368e-01
2.022768133572703618e+03 3.792144728133503007e-01
2.022774274426379407e+03 3.130091422700256309e-01
2.022780415137996442e+03 2.783161996524836090e-01
2.022786555707538128e+03 2.818314645524637729e-01
2.022792696134990365e+03 3.230996415719141757e-01
2.022798836420337238e+03 3.931905659780636775e-01
2.022804976563562377e+03 4.754158253413141577e-01
2.022811116564650774e+03 5.537705331206432824e-01
2.022817256423586286e+03 6.189278084220560805e-01
2.022823396140354134e+03 6.678774836130758619e-01
2.022829535714937947e+03 7.025840757882610976e-01
2.022835675147321354e+03 7.271962805540146402e-01
2.022841814437490484e+03 7.452851632549957195e-01
2.022847953585428968e+03 7.593287811418689692e-01
2.022854092591121116e+03 7.708602159640931539e-01
2.022860231454550785e+03 7.802082715324213380e-01
2.022866370175702514e+03 7.867742869554409380e-01
2.022872508754561068e+03 7.901972082701940181e-01
2.022878647191110986e+03 7.905654418963110608e-01
2.022884785485335897e+03 7.881118213344473489e-01
2.022890923637220340e+03 7.831444157513708371e-01
2.022897061646749535e+03 7.759342334018997089e-01
2.022903199513906657e+03 7.666859160404028151e-01
2.022909337238676471e+03 7.554620814850558919e-01
2.022915474821043517e+03 7.421916930929615130e-01
2.022921612260992333e+03 7.267260596194572431e-01
2.022927755807219228e+03 7.088479430622586230e-01
2.022933909465777106e+03 6.883961114017678184e-01
2.022940046424130514e+03 6.653458379320310589e-01
2.022946183239999300e+03 6.395434140140111579e-01
2.022952319913367546e+03 6.106615275352416106e-01
2.022958456444219792e+03 5.783029874248546420e-01
2.022964592832539893e+03 5.418942476390637975e-01
2.022970729078311933e+03 5.007079515430371552e-01
2.022976865181520907e+03 4.542831427187730142e-01
2.022983001142150897e+03 4.026904955900844629e-01
2.022989136960186215e+03 3.466144701576203691e-01
2.022995272635610945e+03 2.875815154507758153e-01
2.023001408168410080e+03 2.280734963602867038e-01
2.023007543558566340e+03 1.712492464384515189e-01
2.023013678806065855e+03 1.204299583012284763e-01
2.023019813910892026e+03 7.835949209631455636e-02
2.023025948873029620e+03 4.648973273909700471e-02
2.023032083692462038e+03 2.468094750118118158e-02
2.023038218369174501e+03 1.146168848090945401e-02
2.023044352903151321e+03 4.561816189267200658e-03
2.023050487294375898e+03 1.629248639328226885e-03
2.023056621542833682e+03 1.033562037891590712e-03
2.023062755648508073e+03 2.350140036158957901e-03
2.023068889611383156e+03 6.451429652141405825e-03
2.023075023431444379e+03 1.528813942184561840e-02
2.023081157108674915e+03 3.127254947574580751e-02
2.023087290643060214e+03 5.645881520912445634e-02
2.023093424034582767e+03 9.188778061616130477e-02
2.023099557283229160e+03 1.371441697777462665e-01
2.023105690388981657e+03 1.903008223891792250e-01
2.023111823351825478e+03 2.483478851789726327e-01
2.023117975484909266e+03 3.079833465577802021e-01
2.023124109917601800e+03 3.663129025677847039e-01
2.023130242397265874e+03 4.212228692056618762e-01
2.023136374733954653e+03 4.714424988171940778e-01
2.023142506927653130e+03 5.163112030600726099e-01
2.023148638978344025e+03 5.555652834962675479e-01
2.023154770886012329e+03 5.891142967084570525e-01
2.023160902650642129e+03 6.168956370814129286e-01
2.023167034272217961e+03 6.388740890001389783e-01
2.023173165750723683e+03 6.550849894214003655e-01
2.023179297086144061e+03 6.661743152248529309e-01
2.023185428278463178e+03 6.736366216664553264e-01
2.023191559327664891e+03 6.792490183408861348e-01
2.023197690233734193e+03 6.853844668318528344e-01
2.023203820996654713e+03 6.944197647002059437e-01
2.023209951616410990e+03 7.070473783841791926e-01
2.023216082092986198e+03 7.222574257920211238e-01
2.023222212426366696e+03 7.384470027345572118e-01
2.023228342616535201e+03 7.533023345574461072e-01
2.023234472663475799e+03 7.640377970265161967e-01
2.023240602567174392e+03 7.687550095763295843e-01
2.023246732327613472e+03 7.662483991150687013e-01
2.023252861944777578e+03 7.555988166204474776e-01
2.023258991418651476e+03 7.366731635066179340e-01
2.023265120749219477e+03 7.110093741340555162e-01
2.023271249936464301e+03 6.828672479804545059e-01
2.023277378980372077e+03 6.590086664589863696e-01
2.023283507880926891e+03 6.461629601176351878e-01
2.023289636638111688e+03 6.483659167360523723e-01
2.023295765251911234e+03 6.661395986494753618e-01
2.023301893722310297e+03 6.963141717246170703e-01
2.023308022049293186e+03 7.325258866728266982e-01
2.023314150232842167e+03 7.677965571401260680e-01
2.023320296486446978e+03 7.974504016786285732e-01
2.023326425442641494e+03 8.201125569899689882e-01
2.023332553141318840e+03 8.370801656255887346e-01
2.023338680696497249e+03 8.503915488435822567e-01
2.023344808108159668e+03 8.615632696108999067e-01
2.023350935376291773e+03 8.716628079643984339e-01
2.023357062500877191e+03 8.811954315801822091e-01
2.023363189481900235e+03 8.897543251147985721e-01
2.023369316319344307e+03 8.967803656652265643e-01
2.023375443013194172e+03 9.022702451282247349e-01
2.023381569563435278e+03 9.064737018063914187e-01
2.023387695970049663e+03 9.096990901103934046e-01
2.023393822233022547e+03 9.122252884217796343e-01
2.023399948352338015e+03 9.142083539656677971e-01
2.023406074327980150e+03 9.157046250510822993e-01
2.023412200159933491e+03 9.167311236906332539e-01
2.023418325848181667e+03 9.172898642830159543e-01
2.023424451392710125e+03 9.173624932149933020e-01
2.023430576793501132e+03 9.169200685360040515e-01
2.023436702050540134e+03 9.159465160728004207e-01
2.023442827163810989e+03 9.144612824316810107e-01
2.023448952133298008e+03 9.125664947312995823e-01
2.023455076958985273e+03 9.104162168453977522e-01
2.023461201640856643e+03 9.080729660688824367e-01
2.023467326178896428e+03 9.054792478215115681e-01
2.023473450573089622e+03 9.024743100639194271e-01
2.023479574823419171e+03 8.987551670627755840e-01
2.023485698929869613e+03 8.938635964748613549e-01
2.023491822892425262e+03 8.872850780998311482e-01
2.023497946711070199e+03 8.784548447946578520e-01
2.023504070385788737e+03 8.666466684922058406e-01
2.023510193916564958e+03 8.508546696559877720e-01
2.023516317303382948e+03 8.296601169175139567e-01
2.023522440546226790e+03 8.012419069523036841e-01
2.023528563645081022e+03 7.633555808643743834e-01
2.023534686599928591e+03 7.136801012913061015e-01
2.023540818755092232e+03 6.504998272724032971e-01
2.023546949386946835e+03 5.741037384980334224e-01
2.023553071855068765e+03 4.890952498816708016e-01
2.023559194179117412e+03 4.078945832398568894e-01
2.023565316359077997e+03 3.480086254121224076e-01
2.023571438394934148e+03 3.219156743223516304e-01
2.023577560286669950e+03 3.346473592805195851e-01
2.023583682034268577e+03 3.845937264075509066e-01
2.023589803637715249e+03 4.615024891424229225e-01
2.023595925096993597e+03 5.477658310645777684e-01
2.023602046412087930e+03 6.281933641079197050e-01
2.023608167582982787e+03 6.948488645502176597e-01
2.023614288609660889e+03 7.455616586952450442e-01
2.023620409492108365e+03 7.820393355448624906e-01
2.023626530230307708e+03 8.075981495946277233e-01
2.023632650824243456e+03 8.258522754615273964e-01
2.023638771273900375e+03 8.395032676007574413e-01
2.023644891579262321e+03 8.502509309184033137e-01
2.023651011740312015e+03 8.592597336896314886e-01
2.023657131757035131e+03 8.670411897185759109e-01
2.023663251629415527e+03 8.733230363909880722e-01
2.023669371357437285e+03 8.778513391473685701e-01
2.023675490941084036e+03 8.807119447653676270e-01
2.023681610380340317e+03 8.820706973556765584e-01
2.023687729675189757e+03 8.821340172996877671e-01
2.023693848825617579e+03 8.810833892805426393e-01
2.023699967831605591e+03 8.790491656122464414e-01
2.023706086693140378e+03 8.761423008468353091e-01
2.023712205410205115e+03 8.724617547899157222e-01
2.023718323982783431e+03 8.680547501398437893e-01
2.023724442410859638e+03 8.628962068528739371e-01
2.023730560694418045e+03 8.568923788735097746e-01
2.023736678833442738e+03 8.498806265413109129e-01
2.023742796827917800e+03 8.416153856436490166e-01
2.023748914677826178e+03 8.317891723427072170e-01
2.023755032383154003e+03 8.200471347064665073e-01
2.023761149943884448e+03 8.059724746270533480e-01
2.023767267360001142e+03 7.890382733178735730e-01
2.023773384631487716e+03 7.685907815674575261e-01
2.023779501758329388e+03 7.438264419272070382e-01
2.023785618740510017e+03 7.136098877278208574e-01
2.023791740652273347e+03 6.762748534255297317e-01
2.023797867337991647e+03 6.296267858628186165e-01
2.023803983831327059e+03 5.716545989250848558e-01
2.023810100179933443e+03 5.024022179115317233e-01
2.023816216383795791e+03 4.253327713941023047e-01
2.023822332442896823e+03 3.495581378028751462e-01
2.023828448357221532e+03 2.877187253375977360e-01
2.023834564126754003e+03 2.479351351962317263e-01
2.023840679751477637e+03 2.317897224377318544e-01
2.023846795231376973e+03 2.356328090229266314e-01
2.023852910566436321e+03 2.498748171534354579e-01
2.023859025756637948e+03 2.604689323602031314e-01
2.023865140801968209e+03 2.572105769121876273e-01
2.023871255702410053e+03 2.371349179416577246e-01
2.023877370457947563e+03 2.027003016981755168e-01
2.023883485068565051e+03 1.600106344458212815e-01
2.023889599534245917e+03 1.160579994593766567e-01
2.023895713854974701e+03 7.669872334102373346e-02
2.023901828030735942e+03 4.556843377846239718e-02
2.023907942061512585e+03 2.390089800884592081e-02
2.023914055947289398e+03 1.093607577855863419e-02
2.023920169688049782e+03 4.792822127603342357e-03
2.023926283283778048e+03 3.745797671402962669e-03
2.023932396734458962e+03 7.414614034076704926e-03
2.023938510040075244e+03 1.707144528447917739e-02
2.023944623200611659e+03 3.491912952940682408e-02
2.023950736216051837e+03 6.295576824072041111e-02
2.023956849086380316e+03 1.022066609740478887e-01
2.023962961811581181e+03 1.523764374184032877e-01
2.023969074391637378e+03 2.114826761367408214e-01
2.023975186826533445e+03 2.761763832382319594e-01
2.023981299116253467e+03 3.427567177370050566e-01
2.023987411260782665e+03 4.079378373572729033e-01
2.023993523260103530e+03 4.691247948862428130e-01
2.023999635114199691e+03 5.246413222998154158e-01
2.024005746823056597e+03 5.738080000170731054e-01
2.024011858386657423e+03 6.167258581992980382e-01
2.024017969804985796e+03 6.539944560895152303e-01
2.024024081078026256e+03 6.863729451251436853e-01
2.024030192205762660e+03 7.145844533763110462e-01
2.024036303188179090e+03 7.392571567377808073e-01
2.024042414025259859e+03 7.608747615071248527e-01
2.024048524716988595e+03 7.798134158677171301e-01
2.024054635263349155e+03 7.963954021034816977e-01
2.024060745664324941e+03 8.108871580878785901e-01
2.024066855919900718e+03 8.235352542913538798e-01
2.024072966030060343e+03 8.345683964819078371e-01
2.024079075994788127e+03 8.441850709933887975e-01
2.024085185814067700e+03 8.525692355098594133e-01
2.024091304341947534e+03 8.598581630386977759e-01
2.024097417395446882e+03 8.660930279253429287e-01
2.024103526723337609e+03 8.712277319037048384e-01
2.024109635905711457e+03 8.751314890755019782e-01
2.024115744942553420e+03 8.775718872239410828e-01
2.024121853833847126e+03 8.783019599839160252e-01
2.024127962579576888e+03 8.772576337100503885e-01
2.024134071179725879e+03 8.747489339512795059e-01
2.024140179634278638e+03 8.716032051105416789e-01
2.024146287943219022e+03 8.691175931512912234e-01
2.024152396106531569e+03 8.686099177109452008e-01
2.024158504124198316e+03 8.708592022798934407e-01
2.024164611996205622e+03 8.759242215891243077e-01
2.024170719722535523e+03 8.832079142563977747e-01
2.024176827303173695e+03 8.915684472801378435e-01
2.024182934738102631e+03 8.996860747761347143e-01
2.024189042027305959e+03 9.066257018602070783e-01
2.024195149170769355e+03 9.120106901509982267e-01
2.024201256168475538e+03 9.158262993321168999e-01
2.024207363020408593e+03 9.181794469492285948e-01
2.024213469726553285e+03 9.191641197441933198e-01
2.024219576286891879e+03 9.188067400075837776e-01
2.024225682701409596e+03 9.170122544548383603e-01
2.024231788970090065e+03 9.136799990941988359e-01
2.024237895092916460e+03 9.088958148368380119e-01
2.024244001069874685e+03 9.028468173846295741e-01
2.024250106900946548e+03 8.962296466328913969e-01
2.024256212586117044e+03 8.905945685027357728e-01
2.024262318125368893e+03 8.872190094608101152e-01
2.024268423518687769e+03 8.863505745371585975e-01
2.024274528766056847e+03 8.877653556846760718e-01
2.024280633867459528e+03 8.907748677406319704e-01
2.024286738822880125e+03 8.937608321108145848e-01
2.024292843632302720e+03 8.950047178551842064e-01
2.024298948295710716e+03 8.935201289163194893e-01
2.024305052813088651e+03 8.887666979093788999e-01
2.024311157184419699e+03 8.802592131553973465e-01
2.024317261409687944e+03 8.672563202775895874e-01
2.024323365488878608e+03 8.484383742380706694e-01
2.024329469421973045e+03 8.217214846988600829e-01
2.024335573208956930e+03 7.841965015070859746e-01
2.024341676849813666e+03 7.325672137064266343e-01
2.024347780344527791e+03 6.652589840255018760e-01
2.024353883693081798e+03 5.848032087680389290e-01
2.024359986895460906e+03 5.016500521332493134e-01
2.024366089951648519e+03 4.338257191509251043e-01
2.024372192861628491e+03 3.968690542568131807e-01
2.024378295625384226e+03 3.981554130942343561e-01
2.024384398242900943e+03 4.379160205856131305e-01
2.024390500714160680e+03 5.079307546391228501e-01
2.024396603039148658e+03 5.909686116523805710e-01
2.024402705217848279e+03 6.702011535643336293e-01
2.024408807250242944e+03 7.365360581843443111e-01
2.024414909136317419e+03 7.874666118144949545e-01
2.024421010876055334e+03 8.246752958278185108e-01
2.024427112469440090e+03 8.513912625931009392e-01
2.024433213916455770e+03 8.705414084417698595e-01
2.024439315217087142e+03 8.843483420488131852e-01
2.024445416371316242e+03 8.943678117818083528e-01
2.024451517379128518e+03 9.016247614761907503e-01
2.024457618240506690e+03 9.067951511605757409e-01
2.024463718955435070e+03 9.103085709411993243e-01
2.024469820689162589e+03 9.124480663263809799e-01
2.024475928911193932e+03 9.134171802497764725e-01
2.024482029131495665e+03 9.134582376490139044e-01
2.024488129205279165e+03 9.128757749018289180e-01
2.024494229132528744e+03 9.118722102178066224e-01
2.024500328913227122e+03 9.105041859096668633e-01
2.024506428547359974e+03 9.086866812506038116e-01
2.024512528034908883e+03 9.061527963033340072e-01
2.024518627375858841e+03 9.024165800323561415e-01
2.024524726570194161e+03 8.968999708282858752e-01
2.024530825617898472e+03 8.890402622034760949e-01
2.024536924518954947e+03 8.785193664813810699e-01
2.024543023273348126e+03 8.652878423234808825e-01
2.024549121881060728e+03 8.500808144467235650e-01
2.024555220342077291e+03 8.343419526061189861e-01
2.024561318656381445e+03 8.185510808240025193e-01
2.024567416823957274e+03 8.018852329530046230e-01
2.024573514844789315e+03 7.825627072413235963e-01
2.024579612718859835e+03 7.573361421870802301e-01
2.024585710446153598e+03 7.212886988197428906e-01
2.024591808026654007e+03 6.702686139776306007e-01
2.024597905460344919e+03 6.037637325670136557e-01
2.024604002747210188e+03 5.267609225104664672e-01
2.024610099887233673e+03 4.525664405166380799e-01
2.024616196880399002e+03 3.987355422129391647e-01
2.024622293726690941e+03 3.768684939633745734e-01
2.024628390426092210e+03 3.908647977551601982e-01
2.024634486978586665e+03 4.379775066683532225e-01
2.024640583384158163e+03 5.069376672286408647e-01
2.024646679642790559e+03 5.803195450314585502e-01
2.024652775754467939e+03 6.449383176349090530e-01
2.024658871719174158e+03 6.951384013809929208e-01
2.024664967536892391e+03 7.302102291795984357e-01
2.024671063207606721e+03 7.524610212042199819e-01
2.024677158731300551e+03 7.647310940026206261e-01
2.024683254107957737e+03 7.692744750275046783e-01
2.024689349337562817e+03 7.675987763454694690e-01
2.024695444420099193e+03 7.605552719606772927e-01
2.024701539355551176e+03 7.484655456908437809e-01
2.024707634143900805e+03 7.312431343137507644e-01
2.024713728785133299e+03 7.085123102935622086e-01
2.024719823279232060e+03 6.798001098953235788e-01
2.024725917626180944e+03 6.446563256577072520e-01
2.024732011825963582e+03 6.029586890825273660e-01
2.024738105878563374e+03 5.551305192037716552e-01
2.024744199783964632e+03 5.015439924471991606e-01
2.024750293542150985e+03 4.422856986090041298e-01
2.024756387153106061e+03 3.779123405573439620e-01
2.024762480616813491e+03 3.100446394957671603e-01
2.024768573933257812e+03 2.414396876420962790e-01
2.024774667102421517e+03 1.760580812817943153e-01
2.024780760124289600e+03 1.184833373735978690e-01
2.024786852998845006e+03 7.238424743365623470e-02
2.024792945726070911e+03 3.949209666354491777e-02
2.024799038305952763e+03 1.953820483465674648e-02
2.024805130738473508e+03 1.106308076100763482e-02
2.024811223023616094e+03 1.290044364801143373e-02
2.024817315161365059e+03 2.541597209723584286e-02
2.024823407151704032e+03 5.027026452253161026e-02
2.024829498994616188e+03 8.897710842087666605e-02
2.024835590690085610e+03 1.416017873599671462e-01
2.024841682238097064e+03 2.060603666034817871e-01
2.024847773638633043e+03 2.782626053285916501e-01
2.024853864891677176e+03 3.531285592453280997e-01
2.024859955997214456e+03 4.259094149490269543e-01
2.024866046955226693e+03 4.931749078882526893e-01
2.024872137765698653e+03 5.531691329208568986e-01
2.024878228428614420e+03 6.054431258412255046e-01
2.024884318943957169e+03 6.502795524798843374e-01
2.024890409311710300e+03 6.883605805877727191e-01
2.024896499531858581e+03 7.205605734476413504e-01
2.024902589604385184e+03 7.478039492141089761e-01
2.024908679529273741e+03 7.709911862316742859e-01
2.024914769306507196e+03 7.908551314203021709e-01
2.024920858936070545e+03 8.079425016646194502e-01
2.024926948417946733e+03 8.226786364630657156e-01
2.024933037752120072e+03 8.353674153170307370e-01
2.024939126938573736e+03 8.461578879381872476e-01
2.024945215977290900e+03 8.550864214689981591e-01
2.024951304868256102e+03 8.621021667689570123e-01
2.024957393611452517e+03 8.670211122025689443e-01
2.024963482206864683e+03 8.695767952570532255e-01
2.024969570654475319e+03 8.696383515028707212e-01
2.024975658954268965e+03 8.674117935699593440e-01
2.024981747106228340e+03 8.639058301532555051e-01
2.024987835110337528e+03 8.605017736678580720e-01
2.024993922966580840e+03 8.576519521808945168e-01
2.025000010674940768e+03 8.550537187338596024e-01
2.025006098235401396e+03 8.523026901657161369e-01
2.025012185647947035e+03 8.490931171988244097e-01
2.025018272912560860e+03 8.458303569150684709e-01
2.025024360029226955e+03 8.443119421187008644e-01
2.025030446997928038e+03 8.464211771249267047e-01
2.025036533818647968e+03 8.530679619889518506e-01
2.025042620491371736e+03 8.640886355218256876e-01
2.025048707016081607e+03 8.778559501888143490e-01
2.025054793392761667e+03 8.916873803508756913e-01
2.025060879621395088e+03 9.033764386145904934e-01
2.025066965701966183e+03 9.120380847261679857e-01
2.025073051634458807e+03 9.177925349358140306e-01
2.025079137418856590e+03 9.211937944160243363e-01
2.025085223055142251e+03 9.227912836353999726e-01
2.025091308543299192e+03 9.229478646705299161e-01
2.025097393883312861e+03 9.218362258080705640e-01
2.025103479075165751e+03 9.195178719884252727e-01
2.025109564118841035e+03 9.159394948614706378e-01
2.025115649014323708e+03 9.108596890107691912e-01
2.025121733761595806e+03 9.038379793360231673e-01
2.025127818360642323e+03 8.941795134534290534e-01
2.025133902811446433e+03 8.807768914803614235e-01
2.025139987113991765e+03 8.619115626250077877e-01
2.025146071268261039e+03 8.351566508165565450e-01
2.025152155274239476e+03 7.972931947212188453e-01
2.025158239131909568e+03 7.450968378406823689e-01
2.025164322841255625e+03 6.780911162751276366e-01
2.025170406402260369e+03 6.004259479328447613e-01
2.025176489814907882e+03 5.245657723781081971e-01
2.025182574955409109e+03 4.686014314605514985e-01
2.025188658678627689e+03 4.443008727521299828e-01
2.025194741590483090e+03 4.549815133604219186e-01
2.025200824353911685e+03 4.976199180814430134e-01
2.025206906968898011e+03 5.612209517594902719e-01
2.025212989435425015e+03 6.280013565362407846e-01
2.025219071753476328e+03 6.861264438753611472e-01
2.025225153923035123e+03 7.330803384894808428e-01
2.025231235944085483e+03 7.701660967669877733e-01
2.025237317816610584e+03 8.006809656155258192e-01
2.025243399540594510e+03 8.276611424196894662e-01
2.025249481116020888e+03 8.521262534033683389e-01
2.025255562542873122e+03 8.730361237299761878e-01
2.025261643821134612e+03 8.897149276581001187e-01
2.025267724950789443e+03 9.023907932358485873e-01
2.025273805931820334e+03 9.116217865661603303e-01
2.025279886764212051e+03 9.181971133604038826e-01
2.025285967447947314e+03 9.227409268587842828e-01
2.025292047983009525e+03 9.256919970809855958e-01
2.025298128369382994e+03 9.273412328073182831e-01
2.025304208607050441e+03 9.278157285557518952e-01
2.025310288695996633e+03 9.271255013317134530e-01
2.025316368636203379e+03 9.252005668293380447e-01
2.025322448427656354e+03 9.218631169172808448e-01
2.025328528070337597e+03 9.168195603337587762e-01
2.025334607564231419e+03 9.098110526188268876e-01
2.025340686909320993e+03 9.006837495998365473e-01
2.025346766105589950e+03 8.897841072142316232e-01
2.025352845153021235e+03 8.781495365084885929e-01
2.025358924051599843e+03 8.663930473906931162e-01
2.025365002801308037e+03 8.540018665302553380e-01
2.025371081402129676e+03 8.395051330906241338e-01
2.025377159854048841e+03 8.200918849604801331e-01
2.025383238157049391e+03 7.911842549576555417e-01
2.025389316311112907e+03 7.481905843904343989e-01
2.025395394316225065e+03 6.898044344970171160e-01
2.025401472172368358e+03 6.201281558353649581e-01
2.025407549879526869e+03 5.521872521131048206e-01
2.025413627437683090e+03 5.038041311944704281e-01
2.025419704846821105e+03 4.860616022422645788e-01
2.025425782106925226e+03 5.024546337291189158e-01
2.025431859217977944e+03 5.504567891700112847e-01
2.025437936179963572e+03 6.189593912394877329e-01
2.025444012992865282e+03 6.903844009665621728e-01
2.025450089656665796e+03 7.523081112997913600e-01
2.025456166171350105e+03 8.001799033681350481e-01
2.025462242536901385e+03 8.339646562549092312e-01
2.025468318753301673e+03 8.563905396352060606e-01
2.025474394820536190e+03 8.703660269347607281e-01
2.025480470738588110e+03 8.785416635852081324e-01
2.025486546507440607e+03 8.832940892353704498e-01
2.025492622127077311e+03 8.859674039287956937e-01
2.025498697597481396e+03 8.870208858058995505e-01
2.025504772918636945e+03 8.865324781991017478e-01
2.025510848090526906e+03 8.842878765943247288e-01
2.025516923113135363e+03 8.797812607548887165e-01
2.025522997986445489e+03 8.736793119913768280e-01
2.025529072710440460e+03 8.680002060782604500e-01
2.025535147285104131e+03 8.642647706383796979e-01
2.025541221710419904e+03 8.631104529476640863e-01
2.025547295986371864e+03 8.645463221129975340e-01
2.025553370112942957e+03 8.676519350698789212e-01
2.025559444090116131e+03 8.704389873925290066e-01
2.025565517917875923e+03 8.712835329775089344e-01
2.025571591596205053e+03 8.695376793005047400e-01
2.025577665125087606e+03 8.650891772835339610e-01
2.025583738504506073e+03 8.581189948261527256e-01
2.025589811734444993e+03 8.487593204036322225e-01
2.025595884814887540e+03 8.369410089553379617e-01
2.025601957745817344e+03 8.224014412971514254e-01
2.025608030527217352e+03 8.047073973050092865e-01
2.025614103159071192e+03 7.832613193708830579e-01
2.025620175641362266e+03 7.572884205629184518e-01
2.025626247974074431e+03 7.258484658039848769e-01
2.025632320157190861e+03 6.878432028586835001e-01
2.025638392190695413e+03 6.420095625652526561e-01
2.025644464074571033e+03 5.871259276862137444e-01
2.025650535808800669e+03 5.224996728904242049e-01
2.025656607393368631e+03 4.485638162318377198e-01
2.025662678828259004e+03 3.676238985358976086e-01
2.025668750113453598e+03 2.843401012577178033e-01
2.025674821248937178e+03 2.050569317693625992e-01
2.025680892234692692e+03 1.360581164715171099e-01
2.025686963070704451e+03 8.200853960368040263e-02
2.025693033756953582e+03 4.542815360057732982e-02
2.025699104293425307e+03 2.699062045898004483e-02
2.025705174680103028e+03 2.647222717510941750e-02
2.025711244916969690e+03 4.359479769689977163e-02
2.025717315004008924e+03 7.818955429479201857e-02
2.025723384941204358e+03 1.297059292888344817e-01
2.025729454728539849e+03 1.961401908830580909e-01
2.025735524612864310e+03 2.733126158916214243e-01
2.025741596447235679e+03 3.553452322857124090e-01
2.025747665840858417e+03 4.361636701586276144e-01
2.025753735084558912e+03 5.109482463156260756e-01
2.025759804178319428e+03 5.768629663409370334e-01
2.025765873122123821e+03 6.330202446492780854e-01
2.025771941915955722e+03 6.798286960903003884e-01
2.025778010559798304e+03 7.182940728604452207e-01
2.025784079053634059e+03 7.495311053207409646e-01
2.025790147397447754e+03 7.745824719161402694e-01
2.025796215591222790e+03 7.945021567688360653e-01
2.025802283634941887e+03 8.107827282184064677e-01
2.025808351528588446e+03 8.250281806237390603e-01
2.025814419272146324e+03 8.380725338311949546e-01
2.025820486865598014e+03 8.503280314338595991e-01
2.025826554308928053e+03 8.620455087384266690e-01
2.025832621602119389e+03 8.728555777300437413e-01
2.025838688745155423e+03 8.819145559656706990e-01
2.025844755738019558e+03 8.889239521135876565e-01
2.025850822580695194e+03 8.940227412337695689e-01
2.025856889273165507e+03 8.973436165138680698e-01
2.025862955815414352e+03 8.989440529906945754e-01
2.025869022207423995e+03 8.986296245537118699e-01
2.025875088449179202e+03 8.958943791725511030e-01
2.025881154540662919e+03 8.900688009547055302e-01
2.025887220481858094e+03 8.809162518505643247e-01
2.025893286272748583e+03 8.689532234646543118e-01
2.025899351913317560e+03 8.565199678035126940e-01
2.025905417403548427e+03 8.473960921613855612e-01
2.025911482743424585e+03 8.438394385230494343e-01
2.025917547932928983e+03 8.464295363956320095e-01
2.025923612972046158e+03 8.548067926122876470e-01
2.025929677860757920e+03 8.669204408696239428e-01
2.025935742599048126e+03 8.788556617063832954e-01
2.025941807186900860e+03 8.877239169719380874e-01
2.025947871624298841e+03 8.923556518246844593e-01
2.025953935911225244e+03 8.922689969351657036e-01
2.025960000047664607e+03 8.872585924695740589e-01
2.025966064033599196e+03 8.766428999997168958e-01
2.025972127869012184e+03 8.589044071011491255e-01
2.025978191553887655e+03 8.314886679434034811e-01
2.025984255088208556e+03 7.912806883706807737e-01
2.025990318471957835e+03 7.369469885696142697e-01
2.025996381705120029e+03 6.706988431688487573e-01
2.026002444787677405e+03 6.025947625315822842e-01
2.026008507719614045e+03 5.496287721634122159e-01
2.026014570500912214e+03 5.242832764408943413e-01
2.026020633131556451e+03 5.313131714867758149e-01
2.026026695611529703e+03 5.700279312566609580e-01
2.026032757940814463e+03 6.322148282892997573e-01
2.026038820119394813e+03 7.013610863542059093e-01
2.026044882147254157e+03 7.636435238329499775e-01
2.026050944024376122e+03 8.131473408576713746e-01
2.026057005750743201e+03 8.490679459538001961e-01
2.026063067326338341e+03 8.736635535429446708e-01
2.026069128751147218e+03 8.896822013733977075e-01
2.026075190025150732e+03 8.991996745100785393e-01
