# Wlen(nm) Transmission
1.928235833237630459e+03 3.098986402526992534e-01
1.928242235586022389e+03 3.371927566295647716e-01
1.928248736945928613e+03 3.737220490816681173e-01
1.928255245820322671e+03 4.097740680420713932e-01
1.928261647885042066e+03 4.386312594925063646e-01
1.928268192031590388e+03 4.579089340785217899e-01
1.928274657436905045e+03 4.682429288485115415e-01
1.928281059217858456e+03 4.715503882138007974e-01
1.928287645764566378e+03 4.697276450209947329e-01
1.928294068087076312e+03 4.641507626567738520e-01
1.928300491252483653e+03 4.556622552942481974e-01
1.928307076475567783e+03 4.446789733650731158e-01
1.928313477770535201e+03 4.313069402319807955e-01
1.928319942676813071e+03 4.153914298823962459e-01
1.928326485476031394e+03 3.965346343810764451e-01
1.928332886486982261e+03 3.741865612838393695e-01
1.928339392747377133e+03 3.479012605919778456e-01
1.928345893509274674e+03 3.178249688822545882e-01
1.928352294236115313e+03 2.853675858608050175e-01
1.928358841463773160e+03 2.535794868298597016e-01
1.928365300574996809e+03 2.262405319566879180e-01
1.928371701017634223e+03 2.060812862260153200e-01
1.928378288825599157e+03 1.938922846243475162e-01
1.928384706672895845e+03 1.885254224709742854e-01
1.928391129816319790e+03 1.869991448705163040e-01
1.928397711846760103e+03 1.853435632761988305e-01
1.928404111802671423e+03 1.804321957409976696e-01
1.928410574866312800e+03 1.711474908191868149e-01
1.928417116292564970e+03 1.581206482299467031e-01
1.928423515964021817e+03 1.427663944738790935e-01
1.928430018560652570e+03 1.263948566104892424e-01
1.928436519769736833e+03 1.099262487408362438e-01
1.928442919156645075e+03 9.391383161309091454e-02
1.928449460898937787e+03 7.854440732154037430e-02
1.928455922277973741e+03 6.384971554157325979e-02
1.928462321380241065e+03 5.004811554861104267e-02
1.928468901880765088e+03 3.754724183598630305e-02
1.928475323816974196e+03 2.676017510327702298e-02
1.928481738368182278e+03 1.798359010661973456e-02
1.928488325771637847e+03 1.130556605929706505e-02
1.928494724386436928e+03 6.580958734241933346e-03
1.928501177034984039e+03 3.502894655720304763e-03
1.928507725656153980e+03 1.681918916078961731e-03
1.928514123986060213e+03 7.154058102415056285e-04
1.928520614344244223e+03 2.635462975440291565e-04
1.928527124570621936e+03 8.203541151285018650e-05
1.928533522615540960e+03 2.065801972083068246e-05
1.928540050295559240e+03 3.911573581186690025e-06
1.928546522514739536e+03 5.076120282909166704e-07
1.928552920274578355e+03 3.942655542496320593e-08
1.928559484888525049e+03 7.502356978192861743e-09
1.928565919488205509e+03 4.275528927244829721e-08
1.928572316962870218e+03 1.833539118867041688e-07
1.928578918122739424e+03 5.721722025165751807e-07
1.928585315490716539e+03 nan
1.928591749141268110e+03 2.795323860987714418e-06
1.928598313535675516e+03 4.611798366287701350e-06
1.928604710521971128e+03 6.403790686962192885e-06
1.928611180056577950e+03 7.645662126042498564e-06
1.928617707880797070e+03 7.981153469533619328e-06
1.928624104581666643e+03 7.309375128105402495e-06
1.928630609612050648e+03 5.816375815630426248e-06
1.928637101254151275e+03 3.963704342918511230e-06
1.928643497669500903e+03 2.283262395271549741e-06
1.928650037807280341e+03 1.098811509021728405e-06
1.928656493655435270e+03 4.351082526258003774e-07
1.928662889785171046e+03 1.376933370323007998e-07
1.928669464641864352e+03 3.317905449023995832e-08
1.928675885084346419e+03 5.725204273274208583e-09
1.928682291143541988e+03 6.384866278969776812e-10
1.928688879899959147e+03 3.739058628360694634e-11
1.928695275540581633e+03 8.135459188812927772e-13
1.928701715656018905e+03 5.135771063319360275e-15
1.928708269669082938e+03 9.502288247704109824e-16
1.928714665023838961e+03 4.906382983909564440e-13
1.928721138806763292e+03 4.297893162650840529e-11
1.928727658465018749e+03 1.249402921135729142e-09
1.928734053533815086e+03 1.736224223715366557e-08
1.928740560595368152e+03 1.564095975796834910e-07
1.928747046287464627e+03 9.883639387715603880e-07
1.928753441070206463e+03 4.697207112133987977e-06
1.928759981021430576e+03 1.800191766274879097e-05
1.928766433136116348e+03 5.799493390752579022e-05
1.928772827632710687e+03 1.609946884283159783e-04
1.928779400084545387e+03 3.938783407914981153e-04
1.928785819010672185e+03 8.638839482238118298e-04
1.928792221100870393e+03 1.721651914162797585e-03
1.928798809904251584e+03 3.159829595054241842e-03
1.928805203910827913e+03 5.400338966376459944e-03
1.928811637837986154e+03 8.675477364713253536e-03
1.928818194116104905e+03 1.321233288935309141e-02
1.928824587836280443e+03 1.920234848977354220e-02
1.928831053211065409e+03 2.678069378749763779e-02
1.928837577353045845e+03 3.601645242996005802e-02
1.928843970786726459e+03 4.689577951509472237e-02
1.928850467219701159e+03 5.933129277848105815e-02
1.928856959614770403e+03 7.318982356805089906e-02
1.928863352761861961e+03 8.829226769484029014e-02
1.928869879863488904e+03 1.044339563179043223e-01
1.928876340900975947e+03 1.214393354621781940e-01
1.928882733761383861e+03 1.391382124321542679e-01
1.928889291142022330e+03 1.573565004900556730e-01
1.928895721211356886e+03 1.759490554331480383e-01
1.928902113784987705e+03 1.947806638565854342e-01
1.928908701054896710e+03 2.137113211400238078e-01
1.928915100545611267e+03 2.326179872422264039e-01
1.928921515612583789e+03 2.513854123319950729e-01
1.928928086820886620e+03 2.699060732832506138e-01
1.928934478903434183e+03 2.881022857849248053e-01
1.928940923194874813e+03 3.059094438259156168e-01
1.928947464489005142e+03 3.232747802020655148e-01
1.928953856284521862e+03 3.401631516728343407e-01
1.928960329410414715e+03 3.565688760003265512e-01
1.928966841180178790e+03 3.725146360963509928e-01
1.928973232688570306e+03 3.880198018662688320e-01
1.928979734258797180e+03 4.030860058382993993e-01
1.928986216894103109e+03 4.177173113412474548e-01
1.928992608115275061e+03 4.318975422798644326e-01
1.928999137739615435e+03 4.455806651490680781e-01
1.929005591630473873e+03 4.587262803697587654e-01
1.929011982564331902e+03 4.712936833528664771e-01
1.929018539852463164e+03 4.832634901499384683e-01
1.929024965388986629e+03 4.946646494619287848e-01
1.929031356035436374e+03 5.055619666424687741e-01
1.929037940596933822e+03 5.160678557227952323e-01
1.929044338169336925e+03 5.263395249789413199e-01
1.929050748683447637e+03 5.364962468460408029e-01
1.929057319816921336e+03 5.465861626698036435e-01
1.929063709971220305e+03 5.566027553130171723e-01
1.929070147092740626e+03 5.664746250227297164e-01
1.929076690927695381e+03 5.760902943384518249e-01
1.929083080794332091e+03 5.853524078394659602e-01
1.929089544132562651e+03 5.942101415463925118e-01
1.929096061059487056e+03 6.026635235506051513e-01
1.929102450638367372e+03 6.107366962740743421e-01
1.929108939802506484e+03 6.184517737869603682e-01
1.929115430211992816e+03 6.258381628001544739e-01
1.929121819503021698e+03 6.329221020045368018e-01
1.929128334102164217e+03 6.397184975275422847e-01
1.929134798384906389e+03 6.462443209114505649e-01
1.929141187387989476e+03 6.525107208416799365e-01
1.929147727031129762e+03 6.585187741561199237e-01
1.929154165577923095e+03 6.642750155076933005e-01
1.929160554292965799e+03 6.697756501133491636e-01
1.929167118588994299e+03 6.750032545151196661e-01
1.929173531790738252e+03 6.799392661997081255e-01
1.929179920217645986e+03 6.845693807398863795e-01
1.929186508775351513e+03 6.888933617513631757e-01
1.929192897023046044e+03 6.929214082020253018e-01
1.929199309409857278e+03 6.967022374835640797e-01
1.929205873341014922e+03 7.003542312088962829e-01
1.929212261274541788e+03 7.039925247118712370e-01
1.929218697255743109e+03 7.076287115716995979e-01
1.929225236899782203e+03 7.111946166212183007e-01
1.929231624544919214e+03 7.145396357926844244e-01
1.929238083729024311e+03 7.174041113460311037e-01
1.929244599477220618e+03 7.195287452260441530e-01
1.929250986833873867e+03 7.208355613172230392e-01
1.929257468829292748e+03 7.215607540514075158e-01
1.929263961073025484e+03 7.222191711956271742e-01
1.929270348141099248e+03 7.232677751777478736e-01
1.929276852556140057e+03 7.248174747269884310e-01
1.929283321686890076e+03 7.266915080503160151e-01
1.929289708466289994e+03 7.285373655881560717e-01
1.929296234909158102e+03 7.299692447467358569e-01
1.929302681318509030e+03 7.309629285124106257e-01
1.929309067809140060e+03 7.319899819695089294e-01
1.929315615887938293e+03 7.335657896121466903e-01
1.929322039967576302e+03 7.359155795377558817e-01
1.929328426169343629e+03 7.389478210583974027e-01
1.929334995492071357e+03 7.422673215047529416e-01
1.929341397633785846e+03 7.454093083213191306e-01
1.929347788657929868e+03 7.482604682531527329e-01
1.929354368609678886e+03 7.510617295202245414e-01
1.929360754316831844e+03 7.541113677584381225e-01
1.929367165916286012e+03 7.575854903412102548e-01
1.929373724598373656e+03 7.614132084754231533e-01
1.929380110016408253e+03 7.652209092460880990e-01
1.929386541798895905e+03 7.685546374905801725e-01
1.929393079603387605e+03 7.711590623524592347e-01
1.929399464732208344e+03 7.730005701006953389e-01
1.929405916305350729e+03 7.741496385546615677e-01
1.929412433624414234e+03 7.746908098196144676e-01
1.929418818463925845e+03 7.746704832802036034e-01
1.929425289435241439e+03 7.740769183323488178e-01
1.929431786661146816e+03 7.728448088652487558e-01
1.929438171211254712e+03 7.708536404098850214e-01
1.929444661188157852e+03 7.679144730177266398e-01
1.929451138713279079e+03 7.637461558322763411e-01
1.929457522973887535e+03 7.579406159658690356e-01
1.929464031563691151e+03 7.498982184134932449e-01
1.929470489780503840e+03 7.387397911115451965e-01
1.929476873751518497e+03 7.232439317750127827e-01
1.929483400561431381e+03 7.017991412253733463e-01
1.929489839862515055e+03 6.725276890087206194e-01
1.929496223543840415e+03 6.339276999781414679e-01
1.929502768180969724e+03 5.860493462596416681e-01
1.929509188959005314e+03 5.321398177256284612e-01
1.929515572350546336e+03 4.799970976463424077e-01
1.929522134421895316e+03 4.403484306791192737e-01
1.929528537069667891e+03 4.221812621292858059e-01
1.929534920171329986e+03 4.295760266278347284e-01
1.929541499283798430e+03 4.613013682533473325e-01
1.929547884194195831e+03 5.106731415385352690e-01
1.929554282044798811e+03 5.670704073426393599e-01
1.929560847726953170e+03 6.205277248504794674e-01
1.929567230332281952e+03 6.653063981876036204e-01
1.929573644553526492e+03 6.998871312632850561e-01
1.929580193168425922e+03 7.254011918998736208e-01
1.929586575483619072e+03 7.440148534740691488e-01
1.929593005682128023e+03 7.577155602576414184e-01
1.929599537622937760e+03 7.679717437839056471e-01
1.929605919647900009e+03 7.758179797589873639e-01
1.929612365430193677e+03 7.819184900153290929e-01
1.929618881090181048e+03 7.867027556933878785e-01
1.929625262824816673e+03 7.904844696606675436e-01
1.929631723797312134e+03 7.934905460336599825e-01
1.929638223569847923e+03 7.958882711874393223e-01
1.929644605014062336e+03 7.978029640515506005e-01
1.929651080783073212e+03 7.993219340344152046e-01
1.929657565061631885e+03 8.005094247099255877e-01
1.929663946215328906e+03 8.014121684844145443e-01
1.929670436387065592e+03 8.020605126292887910e-01
1.929676905565223933e+03 8.024757195050017389e-01
1.929683286428308520e+03 8.026674772216570997e-01
1.929689790608878639e+03 8.026305171921528370e-01
1.929696245080317340e+03 8.023472202061557867e-01
1.929702625652694223e+03 8.017860193060361018e-01
1.929709143448100804e+03 8.009110179651421912e-01
1.929715583606603104e+03 7.997089262701818635e-01
1.929721963888176560e+03 7.982221596411166464e-01
1.929728494904321678e+03 7.965728549218155097e-01
1.929734921143774500e+03 7.949422370187101405e-01
1.929741301134449031e+03 7.935226424160101155e-01
1.929747844977129034e+03 7.924733537445269871e-01
1.929754257691522753e+03 7.918551614660943594e-01
1.929760637391202863e+03 7.915920925128645536e-01
1.929767193666111325e+03 7.915175148059574450e-01
1.929773593249539545e+03 7.914418946391721388e-01
1.929779972658129964e+03 7.911917914794128759e-01
1.929786540970857004e+03 7.906559210840633511e-01
1.929792927817516556e+03 7.898066217320138804e-01
1.929799311340821532e+03 7.886670299669221729e-01
1.929805882484937456e+03 7.872771665665022622e-01
1.929812261395145697e+03 7.856756485624110109e-01
1.929818656283576047e+03 7.838887201315017927e-01
1.929825215363257030e+03 7.819325261580425401e-01
1.929831593982118648e+03 7.798149077703089294e-01
1.929837999840986413e+03 7.775361601983753479e-01
1.929844547250707819e+03 7.750948272432554020e-01
1.929850925578126180e+03 7.724907975507541158e-01
1.929857342012640174e+03 7.697218591931771492e-01
1.929863878146980824e+03 7.667830687688190761e-01
1.929870256182860203e+03 7.636691529750829766e-01
1.929876682798124421e+03 7.603734991661873499e-01
1.929883208051766815e+03 7.568848523547316853e-01
1.929889585796011943e+03 7.531899465579893205e-01
1.929896022197028060e+03 7.492736703886554439e-01
1.929902536964756564e+03 7.451147878888959575e-01
1.929908914417271944e+03 7.406877712792527824e-01
1.929915360208937727e+03 7.359660780328760588e-01
1.929921864885642435e+03 7.309122637293190561e-01
1.929928242046330979e+03 7.254719118392733979e-01
1.929934696833440739e+03 7.195720131019791577e-01
1.929941191814114063e+03 7.131021671177580901e-01
1.929947568682881638e+03 7.058894359174108235e-01
1.929954032070124413e+03 6.976997055979927698e-01
1.929960517749863584e+03 6.883126328972147823e-01
1.929966894326612874e+03 6.776768066080902653e-01
1.929973365918576292e+03 6.660951638033439925e-01
1.929979842692580178e+03 6.543210073368703750e-01
1.929986218977215913e+03 6.432885276416049347e-01
1.929992698378382556e+03 6.336751568681218139e-01
1.929999166641955753e+03 6.256908184345052470e-01
1.930005542634382209e+03 6.190283085217245240e-01
1.930012029449130296e+03 6.128865712197919535e-01
1.930018489597680173e+03 6.062375215726144573e-01
1.930024865297801398e+03 5.982762601564920457e-01
1.930031359130405917e+03 5.886198794866204231e-01
1.930037811559444435e+03 5.772498571601327733e-01
1.930044186967164023e+03 5.643503876330098201e-01
1.930050687421796511e+03 5.501369889141700664e-01
1.930057132526937949e+03 5.347624069232926880e-01
1.930063507642160175e+03 5.183045815946856205e-01
1.930070014322888255e+03 5.007985729758942517e-01
1.930076452499852849e+03 4.822480540155925088e-01
1.930082827322481307e+03 4.626338755116071177e-01
1.930089339833267104e+03 4.419045736667461810e-01
1.930095771477876951e+03 4.200001883808587300e-01
1.930102146007816145e+03 3.968892635013938630e-01
1.930108663952519237e+03 3.725463904727959186e-01
1.930115089460701938e+03 3.469471510085797017e-01
1.930121463697855006e+03 3.201289948580277600e-01
1.930127986680231288e+03 2.922142221798590955e-01
1.930134406448016762e+03 2.634083120318073679e-01
1.930140780392288434e+03 2.340192406362751609e-01
1.930147308015988074e+03 2.044169994501601195e-01
1.930153722439511967e+03 1.750292929019557076e-01
1.930160096090805382e+03 1.464053721060878388e-01
1.930166627959376001e+03 1.191454822281280274e-01
1.930173037434876960e+03 9.383950455901873822e-02
1.930179410793096622e+03 7.110555918304839462e-02
1.930185946509980795e+03 5.151367888950235396e-02
1.930192351433801605e+03 3.541320084045448957e-02
1.930198724498850197e+03 2.289372992614172736e-02
1.930205263667387271e+03 1.378597780920098707e-02
1.930211664435975081e+03 7.648814655699478528e-03
1.930218037207756879e+03 3.856691363677738731e-03
1.930224579431181610e+03 1.739612588161611835e-03
1.930230976441086796e+03 6.889388785260686749e-04
1.930237348919505621e+03 2.337348703047764696e-04
1.930243893800948399e+03 6.587672521673904199e-05
1.930250287448826384e+03 1.465466777019579022e-05
1.930256659633786057e+03 2.381701808732231812e-06
1.930263206776272682e+03 2.571905537420316558e-07
1.930269597458883254e+03 1.669824915541016243e-08
1.930275969350287141e+03 2.862919858774504617e-08
1.930282518356739047e+03 4.467499291962547354e-07
1.930288906470946358e+03 3.800556936820734416e-06
1.930295278068697826e+03 2.121798117070133741e-05
1.930301828541933446e+03 8.848977915420658009e-05
1.930308214484704422e+03 2.957817348854415145e-04
1.930314585788707745e+03 8.235350826227587004e-04
1.930321137331439786e+03 1.970508462470697310e-03
1.930327521499846853e+03 4.139343308309605465e-03
1.930333892510004944e+03 7.762260790575052465e-03
1.930340444724842200e+03 1.319616948363178631e-02
1.930346827516062149e+03 2.058400094788863030e-02
1.930353198232278828e+03 2.971596929203582441e-02
1.930359750721725732e+03 3.997092490806958970e-02
1.930366132533039490e+03 5.034287625093572527e-02
1.930372502955217897e+03 5.954388862592270570e-02
1.930379055321674969e+03 6.618197340411667573e-02
1.930385436550466920e+03 6.899651577222218335e-02
1.930391806678510875e+03 6.718314460072896677e-02
1.930398358524272680e+03 6.075086498554468223e-02
1.930404739568033619e+03 5.072297429694670040e-02
1.930411109401846034e+03 3.897213540056609915e-02
1.930417660329104820e+03 2.781346968076149964e-02
1.930424041585427403e+03 1.971866075454933517e-02
1.930430411124912098e+03 1.718870058852852920e-02
1.930436960735753019e+03 2.249618213511701131e-02
1.930443342602336543e+03 3.719497841820739586e-02
1.930449711847396884e+03 6.178303677124308974e-02
1.930456259743802093e+03 9.567236388830628602e-02
1.930462642618450445e+03 1.370911202180853938e-01
1.930469011568989345e+03 1.830950344256133122e-01
1.930475557352835722e+03 2.301775914114930766e-01
1.930481941633455790e+03 2.750620595016244341e-01
1.930488310289376841e+03 3.152435692220187380e-01
1.930494853562437584e+03 3.493859670483056012e-01
1.930501239647041302e+03 3.776987299022592226e-01
1.930507608008247644e+03 4.018731510442013488e-01
1.930514148372190220e+03 4.240499412465326134e-01
1.930520536658895026e+03 4.456794795815435251e-01
1.930526904725290251e+03 4.675484597849717261e-01
1.930533441781677311e+03 4.899714487173399968e-01
1.930539832668704776e+03 5.122837992585896894e-01
1.930546200440191569e+03 5.331586795082454699e-01
1.930552733790482080e+03 5.518543325614400086e-01
1.930559127676157686e+03 5.683493352537285492e-01
1.930565495152639414e+03 5.827303213862108366e-01
1.930572024398187068e+03 5.950478290849228191e-01
1.930578421680942256e+03 6.053955160010846548e-01
1.930584788862321830e+03 6.138963411906348533e-01
1.930591313604374818e+03 6.207888439370213840e-01
1.930597714682745618e+03 6.264686405825583559e-01
1.930604081568926176e+03 6.313386804718779111e-01
1.930610601408628327e+03 6.356681232896366218e-01
1.930617006681255134e+03 6.395592686867840326e-01
1.930623373272139588e+03 6.429486899713058312e-01
1.930629887810530363e+03 6.456087315586281905e-01
1.930636297676157938e+03 6.472197622938860029e-01
1.930642663971649881e+03 6.474883935004258628e-01
1.930649172809662559e+03 6.461806341558608002e-01
1.930655587667141617e+03 6.430597350548137303e-01
1.930661953667143734e+03 6.377976996606973259e-01
1.930668456405608367e+03 6.298665349664391844e-01
1.930674876653893079e+03 6.184384976690361357e-01
1.930681242358308282e+03 6.023223270276945041e-01
1.930687738597948737e+03 5.800261400247430643e-01
1.930694164636099231e+03 5.502067162252332055e-01
1.930700530044830202e+03 5.126860829503132599e-01
1.930707019386266211e+03 4.697057778486832813e-01
1.930713451613447432e+03 4.268163793614356272e-01
1.930719816726397994e+03 3.917372451610699469e-01
1.930726298770141966e+03 3.710199539521214507e-01
1.930732737585624136e+03 3.677018999021094969e-01
1.930739102402696290e+03 3.807363721341209262e-01
1.930745576749158090e+03 4.049733789641354331e-01
1.930752022552316248e+03 4.323623064495042967e-01
1.930758387073413132e+03 4.551253425034372802e-01
1.930764853322896442e+03 4.681534165917605739e-01
1.930771306513210675e+03 4.689983987452764902e-01
1.930777670738234747e+03 4.567183646561768784e-01
1.930784128490938429e+03 4.309350637156422748e-01
1.930790589467993186e+03 3.920189937866917496e-01
1.930796953396847584e+03 3.424719639656681469e-01
1.930803402252864998e+03 2.884185724954717034e-01
1.930809871416350688e+03 2.386914019375248885e-01
1.930816235048938097e+03 2.009806010542978805e-01
1.930822674608257557e+03 1.787458956088851525e-01
1.930829152357969406e+03 1.708559448507445677e-01
1.930835515694192509e+03 1.719015534546669555e-01
1.930841945556696601e+03 1.734849263526259955e-01
1.930848432292535563e+03 1.680314806389094640e-01
1.930854795332297044e+03 1.524590249265248831e-01
1.930861215097763534e+03 1.283571886814257323e-01
1.930867711219735156e+03 9.984343254873133400e-02
1.930874073962937928e+03 7.146215690916610241e-02
1.930880483231038852e+03 4.677790602071799780e-02
1.930886989139254638e+03 2.771814731090113670e-02
1.930893351585800701e+03 1.463524475038639923e-02
1.930899749956104188e+03 6.759328608829197338e-03
1.930906266050779323e+03 2.709101032938143749e-03
1.930912628200571362e+03 1.020036040041461239e-03
1.930919015272538218e+03 5.785479042824069867e-04
1.930925541953995435e+03 7.213517665207951459e-04
1.930931903806936134e+03 1.073396491962809148e-03
1.930938279179922120e+03 1.395210534714855536e-03
1.930944816848588516e+03 1.557848229318709336e-03
1.930951178404580332e+03 1.553098416249806693e-03
1.930957541677836844e+03 1.519924533370440450e-03
1.930964090734243882e+03 1.906484160988481400e-03
1.930970451993189499e+03 3.713240852535519641e-03
1.930976813166264265e+03 8.564460196057024216e-03
1.930983353209965799e+03 1.846192585877730330e-02
1.930989724572449404e+03 3.519051613603061540e-02
1.930996085448349731e+03 5.965623135112275988e-02
1.931002612472093915e+03 9.155726328905101907e-02
1.931008996142044907e+03 1.292892364461981081e-01
1.931015356720673708e+03 1.701305471027284855e-01
1.931021870323361100e+03 2.109344301083615758e-01
1.931028266701661551e+03 2.489590062397517845e-01
1.931034626982921054e+03 2.822314869813790650e-01
1.931041126763347847e+03 3.095540219384900205e-01
1.931047536250984422e+03 3.303275771759471846e-01
1.931053896234777312e+03 3.442138168525603059e-01
1.931060381791633517e+03 3.508170740663111853e-01
1.931066804789698836e+03 3.494344443430445479e-01
1.931073164475927342e+03 3.389083369051268391e-01
1.931079635407796559e+03 3.178522061680887911e-01
1.931086072317489652e+03 2.854169699626195045e-01
1.931092431706055777e+03 2.426667509831443859e-01
1.931098887611417467e+03 1.940028414589559380e-01
1.931105338834041504e+03 1.464597181761139177e-01
1.931111697924847704e+03 1.069994400233594545e-01
1.931118138402074692e+03 8.060307559614560136e-02
1.931124604339039251e+03 6.876210726983904287e-02
1.931130963131987755e+03 6.825389482491314719e-02
1.931137387779346682e+03 7.251105826861445336e-02
1.931143868832167527e+03 7.510596850631927335e-02
1.931150227327160337e+03 7.206265934755352875e-02
1.931156635742813933e+03 6.261468602344114065e-02
1.931163132313111191e+03 4.889155615142136424e-02
1.931169490510050764e+03 3.420507316680376775e-02
1.931175882292052620e+03 2.132435197547075112e-02
1.931182394781554422e+03 1.173290291927680910e-02
1.931188752680342304e+03 5.615939402359152420e-03
1.931195127426643467e+03 2.293795669361341043e-03
1.931201656237181169e+03 7.806648530197189120e-04
1.931208013837720273e+03 2.208086576280525091e-04
1.931214371352016997e+03 1.058971536245604123e-04
1.931220916473817852e+03 3.050390583989157534e-04
1.931227273981868166e+03 1.072220851395256410e-03
1.931233631197787190e+03 3.102968284773066025e-03
1.931240158360652003e+03 7.564681111669992013e-03
1.931246533112470388e+03 1.595694945692855901e-02
1.931252890029913942e+03 2.976857629523371393e-02
1.931259398831441331e+03 5.009996266655997871e-02
1.931265791229211118e+03 7.735723070366311294e-02
1.931272147848081204e+03 1.110335906143251616e-01
1.931278637885763601e+03 1.497832318065399348e-01
1.931285048331774078e+03 1.917988984713064338e-01
1.931291404651972698e+03 2.351614470464811202e-01
1.931297875523197035e+03 2.781448279601331786e-01
1.931304304419842765e+03 3.194429044214731617e-01
1.931310660441272148e+03 3.581911035055215242e-01
1.931317111743318719e+03 3.938702949755923388e-01
1.931323559493101129e+03 4.262727209915733173e-01
1.931329915215662822e+03 4.554078240684976686e-01
1.931336346545707102e+03 4.813776604321261532e-01
1.931342813551233348e+03 5.043355967251842431e-01
1.931349168974828672e+03 5.244407685994407764e-01
1.931355579929938358e+03 5.418116274555715428e-01
1.931362066593921782e+03 5.565274454844071350e-01
1.931368421718453646e+03 5.686265169899137328e-01
1.931374811895591165e+03 5.780972300162278144e-01
1.931381318620851061e+03 5.848754713749357848e-01
1.931387673446220106e+03 5.888220034251744339e-01
1.931394042442241016e+03 5.896891869866134339e-01
1.931400569631703092e+03 5.870849389859905676e-01
1.931406924157812000e+03 5.804335037710161016e-01
1.931413278597366570e+03 5.689371589227969483e-01
1.931419812598072667e+03 5.515121670429080636e-01
1.931426173852912370e+03 5.267743213756868048e-01
1.931432527993077656e+03 4.932023563690138834e-01
1.931439039886904084e+03 4.494588970784714754e-01
1.931445422531204031e+03 3.951103679875708208e-01
1.931451776371882033e+03 3.316736663051265133e-01
1.931458265755332604e+03 2.632591832236239604e-01
1.931464670192370022e+03 1.963380983956180825e-01
1.931471023733462516e+03 1.385940105263869238e-01
1.931477490202935314e+03 9.749355701623386994e-02
1.931483916836093385e+03 7.899358128481602515e-02
1.931490270077501918e+03 8.601116360610823464e-02
1.931496713229287934e+03 1.172734800561574392e-01
1.931503162462056935e+03 1.678553977959381660e-01
1.931509515403681917e+03 2.307232464636015112e-01
1.931515934833966412e+03 2.980237217408951422e-01
1.931522407069942574e+03 3.623413213541168409e-01
1.931528759711686916e+03 4.179628877601174186e-01
1.931535155016547378e+03 4.613777755643107548e-01
1.931541650659433117e+03 4.909366417521857096e-01
1.931548003001198140e+03 5.059401504293147278e-01
1.931554373776606553e+03 5.058586813839314189e-01
1.931560893230211832e+03 4.901914407230569815e-01
1.931567245271898855e+03 4.591812604293203370e-01
1.931573597226779384e+03 4.150665668567116717e-01
1.931580128668737188e+03 3.623345673519994814e-01
1.931586486523470739e+03 3.073716610970940177e-01
1.931592838178143893e+03 2.583027715434627058e-01
1.931599344162843181e+03 2.239816299171404346e-01
1.931605726755595924e+03 2.116427599557896000e-01
1.931612078109963477e+03 2.244905901367724443e-01
1.931618558233022895e+03 2.610334887058967657e-01
1.931624965967956996e+03 3.158157402535243241e-01
1.931631317021920495e+03 3.808149677976077618e-01
1.931637770878852280e+03 4.472004373168972369e-01
1.931644204160235176e+03 5.076602388873326932e-01
1.931650554913695714e+03 5.581180994300636300e-01
1.931656982099905917e+03 5.976378943313793712e-01
1.931663441332113507e+03 6.273558573130502136e-01
1.931669791784972404e+03 6.492112014610408322e-01
1.931676191895759302e+03 6.650541608399213045e-01
1.931682677483272300e+03 6.763675757049905091e-01
1.931689027635431103e+03 6.842226042312128387e-01
1.931695400265986564e+03 6.893250153494541177e-01
1.931701912613394597e+03 6.921386526782068449e-01
1.931708262464753943e+03 6.930016545482958756e-01
1.931714612229085105e+03 6.921738483276212994e-01
1.931721141703104195e+03 6.898408363764916285e-01
1.931727496272622830e+03 6.861211249046017535e-01
1.931733845736025614e+03 6.810759849158809498e-01
1.931740346800204634e+03 6.747069539089113333e-01
1.931746729058718529e+03 6.669642986376204119e-01
1.931753078221094029e+03 6.577730653289184382e-01
1.931759550470271051e+03 6.470415701824784316e-01
1.931765960822723173e+03 6.346499921997038607e-01
1.931772309683972253e+03 6.204519588946653119e-01
1.931778752712879168e+03 6.042654622378136331e-01
1.931785191564316847e+03 5.858548687336215810e-01
1.931791540124341509e+03 5.649471165624128099e-01
1.931797953527601521e+03 5.412057826608319688e-01
1.931804421283181682e+03 5.141874317723387211e-01
1.931810769541882337e+03 4.833625335570695403e-01
1.931817152914014059e+03 4.481507155664761766e-01
1.931823649978998674e+03 4.079114953045971936e-01
1.931829997936276186e+03 3.621315086052995236e-01
1.931836350871689774e+03 3.109034136070998877e-01
1.931842877651448362e+03 2.553715949607465729e-01
1.931849225307203824e+03 1.982266756632595217e-01
1.931855572875707821e+03 1.436984836166720070e-01
1.931862078824020500e+03 9.622449765365358176e-02
1.931868451654346018e+03 5.898322048383454475e-02
1.931874798921198135e+03 3.332131331117836603e-02
1.931881273501377336e+03 1.838702162138844062e-02
1.931887676977383080e+03 1.123301531009268141e-02
1.931894023942485092e+03 8.288496075126270887e-03
1.931900466748586041e+03 6.869204718878206377e-03
1.931906901275996233e+03 5.531845190772507678e-03
1.931913247939248549e+03 3.913661259534659091e-03
1.931919658565220288e+03 2.326197862620065122e-03
1.931926124549865563e+03 1.140451656771483127e-03
1.931932470911169048e+03 4.520438095323201476e-04
1.931938848950853526e+03 1.400328184424990525e-04
1.931945346798671835e+03 3.896243003041420901e-05
1.931951692857927128e+03 5.989623047020246275e-05
1.931958038829769066e+03 2.639125734173929311e-04
1.931964567097359122e+03 9.505660859079293357e-04
1.931970913779202874e+03 2.785802044001189394e-03
1.931977259448866562e+03 6.886341978520350501e-03
1.931983754197438884e+03 1.473743747340748242e-02
