# Wlen(nm) Transmission
1.923363438295364858e+03 7.673298677810456159e-01
1.923369914231710027e+03 7.659167108183602135e-01
1.923376519789021813e+03 7.647561290154405444e-01
1.923383091024402120e+03 7.636750582147110444e-01
1.923389600656895482e+03 7.624855437352104914e-01
1.923396267371272643e+03 7.610718268152967259e-01
1.923402738555148517e+03 7.593958034368244459e-01
1.923409385614448411e+03 7.574739205512815987e-01
1.923415914269673067e+03 7.553313918769276603e-01
1.923422464968321947e+03 7.529922316551540540e-01
1.923429089538152994e+03 7.504643330905274023e-01
1.923435560274265754e+03 7.477355055851930832e-01
1.923442247781793185e+03 7.447907620567554288e-01
1.923448734910074791e+03 7.416183706073793402e-01
1.923455325620934900e+03 7.382390805470315787e-01
1.923461909099616605e+03 7.346998483190986251e-01
1.923468402833575283e+03 7.310512181284120059e-01
1.923475082842798429e+03 7.273287131183197030e-01
1.923481552944266241e+03 7.235640010428339153e-01
1.923488182612941955e+03 7.198119354149635774e-01
1.923494726054321063e+03 7.161148981755313114e-01
1.923501258309820059e+03 7.124834073188900385e-01
1.923507898717792159e+03 7.089033378728024637e-01
1.923514368370904094e+03 7.053324043996838100e-01
1.923521035942550043e+03 7.016897807513168273e-01
1.923527540400923954e+03 6.978552201527511434e-01
1.923534110122933043e+03 6.937209524268698191e-01
1.923540711984136806e+03 6.892205274009791660e-01
1.923547183676094164e+03 6.843277224280857052e-01
1.923553883120451019e+03 6.790331108182509068e-01
1.923560352138081726e+03 6.733087892590139401e-01
1.923566958271119802e+03 6.671037477298995544e-01
1.923573522640487454e+03 6.603257864345442041e-01
1.923580030306753997e+03 6.528280336741136836e-01
1.923586692695770353e+03 6.443722342938374981e-01
1.923593161264450600e+03 6.345656096716039141e-01
1.923599802752584537e+03 6.227977294975087785e-01
1.923606330685499415e+03 6.083083906185617895e-01
1.923612873269958982e+03 5.905372209039048137e-01
1.923619499659201665e+03 5.697283952638155791e-01
1.923625967778684753e+03 5.476651101107132824e-01
1.923632643565530998e+03 5.276107925970275891e-01
1.923639136117828002e+03 5.126348001418762346e-01
1.923645712563911275e+03 5.042019188842807864e-01
1.923652304009400495e+03 5.022184398347696588e-01
1.923658780934049901e+03 5.050135866627567527e-01
1.923665471453310147e+03 5.093775379829587058e-01
1.923671938936126935e+03 5.120252585363274100e-01
1.923678548186813714e+03 5.112270969334592463e-01
1.923685105745019655e+03 5.067552122852011509e-01
1.923691615036924759e+03 4.991281177749116171e-01
1.923698272106025797e+03 4.890254592116266008e-01
1.923704739139050162e+03 4.769283015615840005e-01
1.923711380136867774e+03 4.630683559385340708e-01
1.923717904864713319e+03 4.475099058894035364e-01
1.923724445466215457e+03 4.301988766742622095e-01
1.923731070142265025e+03 4.109583497335622670e-01
1.923737536725249356e+03 3.895025625394871183e-01
1.923744208412272428e+03 3.654346681267613417e-01
1.923750701367132933e+03 3.382406974759852858e-01
1.923757272220123014e+03 3.073009955594738218e-01
1.923763865560680415e+03 2.721220569994702854e-01
1.923770335398709676e+03 2.327837768443537791e-01
1.923777029305799715e+03 1.903630936420615538e-01
1.923783495250930628e+03 1.472614395974461698e-01
1.923790095296845493e+03 1.070011869136792415e-01
1.923796658359922958e+03 7.324797779082700688e-02
1.923803156952898462e+03 4.862860095169004720e-02
1.923809821020262234e+03 3.399621006901085152e-02
1.923816286514757394e+03 2.802586577552563032e-02
1.923822914694580732e+03 2.762937971924547820e-02
1.923829448538643874e+03 2.929506855288796160e-02
1.923835974827365362e+03 3.023082741195426415e-02
1.923842610113652427e+03 2.886515190006182577e-02
1.923849075157263769e+03 2.506910903932157639e-02
1.923855730411527247e+03 1.981350966691323989e-02
1.923862236095492563e+03 1.433466313026825201e-02
1.923868789020305485e+03 9.580902250963970607e-03
1.923875396584619011e+03 6.115130462714831600e-03
1.923881861177098699e+03 4.064281332842352955e-03
1.923888542445879239e+03 3.142119189124389401e-03
1.923895021029118880e+03 2.858305662422441773e-03
1.923901599529915529e+03 2.758228612962106141e-03
1.923908180431810933e+03 2.557535782861964160e-03
1.923914655983363446e+03 2.162852628538007929e-03
1.923921339385083911e+03 1.629745466977465746e-03
1.923927803338171088e+03 1.081259517585476428e-03
1.923934406354390148e+03 6.256114469897903260e-04
1.923940961653876911e+03 3.126829886933797154e-04
1.923947461282057247e+03 nan
1.923954119519938558e+03 4.757672440034772408e-05
1.923960583021296770e+03 1.387041171230468149e-05
1.923967209491922404e+03 3.146532487003827392e-06
1.923973740249465209e+03 nan
1.923980262893071540e+03 5.453026001967851701e-08
1.923986897027763007e+03 nan
1.923993360077143734e+03 6.090966716658845739e-11
1.924000008940704902e+03 7.935225497667690887e-13
1.924006516217221133e+03 2.215752120113742481e-12
1.924013060814598475e+03 6.112751944974918425e-11
1.924019671907203019e+03 2.440238663342294888e-09
1.924026134504357742e+03 5.166162967470874008e-08
1.924032804698931386e+03 5.358401852552630090e-07
1.924039289555792266e+03 3.430837541236396264e-06
1.924045855044830432e+03 1.563239435295288272e-05
1.924052444156904585e+03 nan
1.924058906301585466e+03 1.596688992780883188e-04
1.924065596764791962e+03 3.911937309546876943e-04
1.924072060263822550e+03 8.309734601482017015e-04
1.924078645581957062e+03 1.560743921980374494e-03
1.924085213775513012e+03 2.634267502788177444e-03
1.924091693766904882e+03 4.050669970196767340e-03
1.924098366836564537e+03 5.738696703115507385e-03
1.924104828339958658e+03 7.554756320076790738e-03
1.924111432424168470e+03 9.305814598255622919e-03
1.924117980761672698e+03 1.078820334751564095e-02
1.924124479079341654e+03 1.182492932822172202e-02
1.924131132732521792e+03 1.229467400224839094e-02
1.924137593782842714e+03 1.215315452961875271e-02
1.924144215569653170e+03 1.143350059605198477e-02
1.924150745114027814e+03 1.023460313767185492e-02
1.924157260694312527e+03 8.706635806156732410e-03
1.924163895994121503e+03 7.024596939999347596e-03
1.924170356591119344e+03 5.358271013603619487e-03
1.924176995016598539e+03 3.847960912182717044e-03
1.924183506831220257e+03 2.589125660455685648e-03
1.924190038610003739e+03 1.622942486712365337e-03
1.924196656620004433e+03 9.411624510979588448e-04
1.924203116763430444e+03 5.004478757472728776e-04
1.924209770763191955e+03 2.413398528599803119e-04
1.924216265911893515e+03 nan
1.924222812824602443e+03 nan
1.924229414608812931e+03 1.300280472048943471e-05
1.924235874298417912e+03 3.582789936855604228e-06
1.924242542807619202e+03 7.915530473523694176e-07
1.924249022354688350e+03 nan
1.924255583336293967e+03 1.525615635703181322e-08
1.924262169959188668e+03 1.046647313799515498e-09
1.924268629194723189e+03 3.160147706598985105e-11
1.924275311148065157e+03 3.806171061420979580e-13
1.924281776158246203e+03 5.006362102996464936e-14
1.924288350143262505e+03 7.387429353328118164e-12
1.924294922669772404e+03 2.886633289030797814e-10
1.924301388504306260e+03 5.735430578895187809e-09
1.924308068729209253e+03 5.923975950596399952e-08
1.924314527321206697e+03 3.987891605544366485e-07
1.924321113243692480e+03 1.952758828470790978e-06
1.924327672739203535e+03 7.426439889546608910e-06
1.924334150070214491e+03 2.309868791257092626e-05
1.924340817704883875e+03 6.056513637802172318e-05
1.924347275842209910e+03 1.364588041001077608e-04
1.924353872635764901e+03 2.680834172620886113e-04
1.924360420166121230e+03 4.638149555059910625e-04
1.924366907927023476e+03 7.115735363352733520e-04
1.924373564037490269e+03 9.726993821452173178e-04
1.924380021719893875e+03 1.188337187209600933e-03
1.924386628317662826e+03 1.299028408155389292e-03
1.924393164949164429e+03 1.270544648776620288e-03
1.924399662072915135e+03 1.110494444108958440e-03
1.924406307725665329e+03 8.627156462538477545e-04
1.924412764952897078e+03 5.886625638768693469e-04
1.924419380287566128e+03 3.472163053876105624e-04
1.924425907086970255e+03 1.793702130848323704e-04
1.924432412506069568e+03 1.114533251872972880e-04
1.924439048768046405e+03 1.946026311395080788e-04
1.924445505539857095e+03 5.736539441604967789e-04
1.924452128543654908e+03 1.557627429740238850e-03
1.924458646578175831e+03 3.642322728253459194e-03
1.924465159224665285e+03 7.454849066897657923e-03
1.924471787163271301e+03 1.364293899208482951e-02
1.924478243479409230e+03 2.271608490457969684e-02
1.924484873084107903e+03 3.486983183333520336e-02
1.924491383421417822e+03 4.984162725143472666e-02
1.924497902226882161e+03 6.689266662485922332e-02
1.924504522909975549e+03 8.490076157327185180e-02
1.924510978770190377e+03 1.024355512308445654e-01
1.924517613907102259e+03 1.178916316890208232e-01
1.924524117615331761e+03 1.297783835687964793e-01
1.924530641510896203e+03 1.371497951341597854e-01
1.924537256006793996e+03 1.400774827534687073e-01
1.924543711410835840e+03 1.399655470454756467e-01
1.924550351010815803e+03 1.388566350720583653e-01
1.924556849158551813e+03 1.380187159778518691e-01
1.924563377074884556e+03 1.373203944721553826e-01
1.924569986452361718e+03 1.353865921401882777e-01
1.924576441399980013e+03 1.299553812077947901e-01
1.924583084393424087e+03 1.189495971115790973e-01
1.924589578049713054e+03 1.022992512208196897e-01
1.924596108917022548e+03 8.273651185235676719e-02
1.924602714245312427e+03 6.496803828141550774e-02
1.924609168736255924e+03 5.434892535993449819e-02
1.924615814053102213e+03 5.550531124678843159e-02
1.924622304287448060e+03 7.087915906992027504e-02
1.924628837035484594e+03 1.000223328847306137e-01
1.924635439384279380e+03 1.401382808649002387e-01
1.924641893418297059e+03 1.869592984089331889e-01
1.924648539988023686e+03 2.356699229849362198e-01
1.924655027870390313e+03 2.818514589156419503e-01
1.924661561428444884e+03 3.222050726239363283e-01
1.924668161867894241e+03 3.547757650079292335e-01
1.924674615444735082e+03 3.790358631105786302e-01
1.924681262196361558e+03 3.959436517871603445e-01
1.924687748797171025e+03 4.080405262091036378e-01
1.924694282094075788e+03 4.185675763438871932e-01
1.924700881694789587e+03 4.297522989747346589e-01
1.924707334814202341e+03 4.423553564458762577e-01
1.924713980676287520e+03 4.560211314499769131e-01
1.924720467066421861e+03 4.693702436221632857e-01
1.924726999030548313e+03 4.808490018019996315e-01
1.924733598863595944e+03 4.902935790412617512e-01
1.924740051525329591e+03 4.988082522951856057e-01
1.924746695425973712e+03 5.075452373952996643e-01
1.924753182676773577e+03 5.171174830523156407e-01
1.924759712236033693e+03 5.272177796480314038e-01
1.924766313372943387e+03 5.364380770253918129e-01
1.924772765576746679e+03 5.429589731031212452e-01
1.924779406443590005e+03 5.454892446220860336e-01
1.924785895626855108e+03 5.434270810009775854e-01
1.924792421708701568e+03 5.365391781280676176e-01
1.924799025221461989e+03 5.246692992878881912e-01
1.924805476967082768e+03 5.076538132370932432e-01
1.924812113727304677e+03 4.851884169355102916e-01
1.924818605915296985e+03 4.565866460991412357e-01
1.924825127446720671e+03 4.208611400906209776e-01
1.924831734407780232e+03 3.772421592743922525e-01
1.924838185694966569e+03 3.258523121787649801e-01
1.924844817275286687e+03 2.683828476079563874e-01
1.924851313540726096e+03 2.086839841814374652e-01
1.924857829448259508e+03 1.523664654152727116e-01
1.924864440930526143e+03 1.055131616541672840e-01
1.924870891759026563e+03 7.364725439585635691e-02
1.924877517085703630e+03 6.106292686641646983e-02
1.924884018501771152e+03 6.983002503793354909e-02
1.924890527711483628e+03 9.918792507107147827e-02
1.924897144788327296e+03 1.460244921002382401e-01
1.924903595157889413e+03 2.055974849279355587e-01
1.924910213156720602e+03 2.722682483222425009e-01
1.924916720797058360e+03 3.402897408412479119e-01
1.924923222234559262e+03 4.047801076801423314e-01
1.924929845979809897e+03 4.625445985295331131e-01
1.924936295890181782e+03 5.123034819427803033e-01
1.924942905486503150e+03 5.541543541238328485e-01
1.924949420425214157e+03 5.888908486096440242e-01
1.924955913015652641e+03 6.175997894766233065e-01
1.924962544503600384e+03 6.413246482844372487e-01
1.924968993954530106e+03 6.608910211440880422e-01
1.924975594073217053e+03 6.768471228968199194e-01
1.924982117384864068e+03 6.894642174851286498e-01
1.924988600052925904e+03 6.988480515608124222e-01
1.924995240358323372e+03 7.051695753214982654e-01
1.925001689349557864e+03 7.090475425844110502e-01
1.925008278915024448e+03 7.119053575964872094e-01
1.925014811674632938e+03 7.155153565005702987e-01
1.925021283344542780e+03 7.210641240591667556e-01
1.925027933542603705e+03 7.289886494024166996e-01
1.925034382073890356e+03 7.390939485430583211e-01
1.925040960010087247e+03 7.503697115886174274e-01
1.925047503293144700e+03 7.612826840289536046e-01
1.925053962888665865e+03 7.707631868602671243e-01
1.925060624055064864e+03 7.785476843888816667e-01
1.925067072126151061e+03 7.848529113518554201e-01
1.925073637356568497e+03 7.900631990552111628e-01
1.925080192239022381e+03 7.945117274123312257e-01
1.925086640041338796e+03 7.984166018576467350e-01
1.925093310536411764e+03 8.019008950485986276e-01
1.925099759504963458e+03 8.050235362165779618e-01
1.925106310952626927e+03 8.078021312209960891e-01
1.925112878510889004e+03 8.102377274325672785e-01
1.925119325852602969e+03 8.123478679130634594e-01
1.925125981933095090e+03 8.142092963205608269e-01
1.925132444208948755e+03 8.159835189045404613e-01
1.925138980796423311e+03 8.178521061760087862e-01
1.925145562107366459e+03 8.199202721821992057e-01
1.925152008988224679e+03 8.222117424179470335e-01
1.925158649576426797e+03 8.246838608949937921e-01
1.925165126236729293e+03 8.272068530487459714e-01
